_ID;FOURNISSEUR;FAMILLE  ;REF_FABRICANT;REF_DISTRIBUTEUR;DESIGNATION;MARQUE;PRIX_AU;PRIX_BASE;PRIX_NET;
600917;SOCOLEC;INDUSTRIE;33327;00001033327;ANGLE PLAT POUR DLPLUS 32 X 16;LEGRAND ;UNITE;3,79;2,05;
600918;SOCOLEC;INDUSTRIE;34200;00001034200;REGLETTE POUR 32913;LEGRAND ;UNITE;14,90;8,05;
600919;SOCOLEC;INDUSTRIE;38012;00001038012;DECLENCHEUR MANUEL SAILLIE POUR ALARME INCENDIE;LEGRAND ;UNITE;43,00;23,22;
600920;SOCOLEC;INDUSTRIE;404905;00001404905;BORNE DE RACCORDEMENT POUR PEIGNE UNIVERSEL;LEGRAND ;UNITE;4,91;2,65;
600921;SOCOLEC;INDUSTRIE;404926;00001404926;PEIGNE D'ALIMENTATION UNIPOLAIRE UNIVERSEL LONG 13 MODULES;LEGRAND ;UNITE;4,60;2,48;
600922;SOCOLEC;INDUSTRIE;404937;00001404937;PEIGNE D'ALIMENTATION UNIPOLAIRE UNIVERSEL LONG 1 METRE;LEGRAND ;UNITE;31,20;16,85;
600923;SOCOLEC;INDUSTRIE;40530;00001040530;BLOC AUTONOME D'ALARME SONORE SATTELITE POUR TYPE 1 &2B;LEGRAND ;UNITE;277,00;149,58;
600924;SOCOLEC;INDUSTRIE;40540;00001040540;BLOC AUTONOME D'ALARME SONORE MANUEL TYPE 3;LEGRAND ;UNITE;447,00;241,38;
600925;SOCOLEC;INDUSTRIE;40541;00001040541;BLOC AUTONOME D'ALARME SONORE MANUEL+FLASH TYPE 3;LEGRAND ;UNITE;548,00;295,92;
600926;SOCOLEC;INDUSTRIE;40551;00001040551;COFFRET D'ALARME TYPE 4  A PILES DS ET DM INTEGRES;LEGRAND ;UNITE;189,00;102,06;
600927;SOCOLEC;INDUSTRIE;40561;00001040561;TABLEAU D'ALARME TYPE 4 230V 1 BOUCLE;LEGRAND ;UNITE;380,00;205,20;
600928;SOCOLEC;INDUSTRIE;40562;00001040562;TABLEAU D'ALARME TYPE 4 230V 2 BOUCLES;LEGRAND ;UNITE;514,00;277,56;
600929;SOCOLEC;INDUSTRIE;40643;00001040643;BLOC AUTONOME D'ALARME PRINCIPAL  TYPE 2B 2 BOUCLES;LEGRAND ;UNITE;764,00;412,56;
600930;SOCOLEC;INDUSTRIE;40644;00001040644;BLOC AUTONOME D'ALARME PRINCIPAL  TYPE 2B 4 BOUCLES;LEGRAND ;UNITE;1070,00;577,80;
600931;SOCOLEC;INDUSTRIE;40671;00001040671;DETECTEUR OPTIQUE DE FUMEE;LEGRAND ;UNITE;149,00;80,46;
600932;SOCOLEC;INDUSTRIE;40672;00001040672;DETECTEUR DE CHALEUR;LEGRAND ;UNITE;148,00;79,92;
600933;SOCOLEC;INDUSTRIE;406771;00001406771;DISJONCTEUR DIVISIONNAIRE PH+N  2 A;LEGRAND ;UNITE;29,90;14,52;
600934;SOCOLEC;INDUSTRIE;406772;00001406772;DISJONCTEUR DIVISIONNAIRE PH+N  6 A;LEGRAND ;UNITE;31,30;15,16;
600935;SOCOLEC;INDUSTRIE;406773;00001406773;DISJONCTEUR DIVISIONNAIRE PH+N 10 A;LEGRAND ;UNITE;19,80;8,51;
600936;SOCOLEC;INDUSTRIE;406774;00001406774;DISJONCTEUR DIVISIONNAIRE PH+N 16 A;LEGRAND ;UNITE;19,80;8,51;
600937;SOCOLEC;INDUSTRIE;406775;00001406775;DISJONCTEUR DIVISIONNAIRE PH+N 20 A;LEGRAND ;UNITE;19,80;8,51;
600938;SOCOLEC;INDUSTRIE;406776;00001406776;DISJONCTEUR DIVISIONNAIRE PH+N 25 A;LEGRAND ;UNITE;24,80;12,00;
600939;SOCOLEC;INDUSTRIE;406777;00001406777;DISJONCTEUR DIVISIONNAIRE PH+N 32 A;LEGRAND ;UNITE;24,10;9,92;
600940;SOCOLEC;INDUSTRIE;406780;00001406780;DISJONCTEUR DIVISIONNAIRE PH+N  2 A  BORNES AUTO;LEGRAND ;UNITE;29,90;14,52;
600941;SOCOLEC;INDUSTRIE;406781;00001406781;DISJONCTEUR DIVISIONNAIRE PH+N  6 A  BORNES AUTO;LEGRAND ;UNITE;31,30;15,16;
600942;SOCOLEC;INDUSTRIE;406782;00001406782;DISJONCTEUR DIVISIONNAIRE PH+N 10 A BORNES AUTO;LEGRAND ;UNITE;19,80;8,51;
600943;SOCOLEC;INDUSTRIE;406783;00001406783;DISJONCTEUR DIVISIONNAIRE PH+N 16 A BORNES AUTO;LEGRAND ;UNITE;19,80;8,51;
600944;SOCOLEC;INDUSTRIE;406784;00001406784;DISJONCTEUR DIVISIONNAIRE PH+N 20 A BORNES AUTO;LEGRAND ;UNITE;19,80;8,51;
600945;SOCOLEC;INDUSTRIE;406785;00001406785;DISJONCTEUR DIVISIONNAIRE PH+N 25 A BORNES AUTO;LEGRAND ;UNITE;24,80;12,00;
600946;SOCOLEC;INDUSTRIE;406786;00001406786;DISJONCTEUR DIVISIONNAIRE PH+N 32 A BORNES AUTO;LEGRAND ;UNITE;24,10;9,92;
600947;SOCOLEC;INDUSTRIE;40679;00001040679;MODULE 2 BOUCLES DE DETECTION POUR TYPE 1;LEGRAND ;UNITE;322,00;173,88;
600948;SOCOLEC;INDUSTRIE;40742;00001040742;BATTERIE POUR TABLEAU D'ALARME TYPE 2B;LEGRAND ;UNITE;124,00;66,96;
600949;SOCOLEC;INDUSTRIE;407492;00001407492;DISJONCTEUR DIVISIONNAIRE BIP 2 X  6 A COURBE B;LEGRAND ;UNITE;100,00;54,00;
600950;SOCOLEC;INDUSTRIE;407493;00001407493;DISJONCTEUR DIVISIONNAIRE BIP 2 X 10 A COURBE B;LEGRAND ;UNITE;80,20;43,31;
600951;SOCOLEC;INDUSTRIE;407494;00001407494;DISJONCTEUR DIVISIONNAIRE BIP 2 X 16 A COURBE B;LEGRAND ;UNITE;80,00;43,20;
600952;SOCOLEC;INDUSTRIE;407898;00001407898;DISJONCTEUR DIVISIONNAIRE TETRA 4 X 16 A;LEGRAND ;UNITE;123,00;66,42;
600953;SOCOLEC;INDUSTRIE;407899;00001407899;DISJONCTEUR DIVISIONNAIRE TETRA 4 X 20 A;LEGRAND ;UNITE;123,00;66,42;
600954;SOCOLEC;INDUSTRIE;407901;00001407901;DISJONCTEUR DIVISIONNAIRE TETRA 4 X 32 A;LEGRAND ;UNITE;134,00;72,36;
600955;SOCOLEC;INDUSTRIE;407906;00001407906;DISJONCTEUR DIVISIONNAIRE TRI 3 X 10 A;LEGRAND ;UNITE;112,00;60,48;
600956;SOCOLEC;INDUSTRIE;407907;00001407907;DISJONCTEUR DIVISIONNAIRE TRI 3 X 16 A;LEGRAND ;UNITE;112,00;60,48;
600957;SOCOLEC;INDUSTRIE;407908;00001407908;DISJONCTEUR DIVISIONNAIRE TRI 3 X 20 A;LEGRAND ;UNITE;112,00;60,48;
600958;SOCOLEC;INDUSTRIE;410704;00001410704;DISJONCTEUR DIFFERENTIEL BIP PH + N 10 A  30MA;LEGRAND ;UNITE;180,00;97,20;
600959;SOCOLEC;INDUSTRIE;410705;00001410705;DISJONCTEUR DIFFERENTIEL BIP PH + N 16 A  30MA;LEGRAND ;UNITE;173,00;93,42;
600960;SOCOLEC;INDUSTRIE;410706;00001410706;DISJONCTEUR DIFFERENTIEL BIP PH + N 20 A  30MA;LEGRAND ;UNITE;172,00;92,88;
600961;SOCOLEC;INDUSTRIE;410707;00001410707;DISJONCTEUR DIFFERENTIEL BIP PH + N 25 A  30MA;LEGRAND ;UNITE;189,00;102,06;
600962;SOCOLEC;INDUSTRIE;411500;00001411500;INTER. DIFF.  2 X 16 - 10 MA RACCORDT HAUT ET BAS TYPE AC;LEGRAND ;UNITE;227,00;122,58;
600963;SOCOLEC;INDUSTRIE;411504;00001411504;INTER. DIFF.  2 X 25 - 30 MA RACCORDT HAUT ET BAS TYPE AC;LEGRAND ;UNITE;82,90;42,00;
600964;SOCOLEC;INDUSTRIE;411505;00001411505;INTER. DIFF.  2 X 40 - 30 MA RACCORDT HAUT ET BAS TYPE AC;LEGRAND ;UNITE;82,90;42,00;
600965;SOCOLEC;INDUSTRIE;411506;00001411506;INTER. DIFF.  2 X 63 - 30 MA RACCORDT HAUT ET BAS TYPE AC;LEGRAND ;UNITE;141,00;70,73;
600966;SOCOLEC;INDUSTRIE;411524;00001411524;INTER. DIFF.  4 X 25 - 300 MA RACCORDT HAUT ET BAS TYPE AC;LEGRAND ;UNITE;124,00;62,97;
600967;SOCOLEC;INDUSTRIE;411525;00001411525;INTER. DIFF.  2 X 40 - 300 MA RACCORDT HAUT ET BAS TYPE AC;LEGRAND ;UNITE;124,00;62,91;
600968;SOCOLEC;INDUSTRIE;411526;00001411526;INTER. DIFF.  2 X 63 - 300 MA RACCORDT HAUT ET BAS TYPE AC;LEGRAND ;UNITE;190,00;96,00;
600969;SOCOLEC;INDUSTRIE;411526;00001411526;INTER. DIFF.  2 X 25 - 300 MA RACCORDT HAUT ET BAS TYPE AC;LEGRAND ;UNITE;190,00;96,00;
600970;SOCOLEC;INDUSTRIE;411556;00001411556;INTER. DIFF.  2 X 63 - 30 MA RACCORDT HAUT ET BAS TYPE A;LEGRAND ;UNITE;161,00;82,10;
600971;SOCOLEC;INDUSTRIE;411611;00001411611;INTER. DIFF.  2 X 40 - 30 MA RACCORDT HAUT TYPE AC;LEGRAND ;UNITE;87,00;38,93;
600972;SOCOLEC;INDUSTRIE;411612;00001411612;INTER. DIFF.  2 X 63 - 30 MA RACCORDT HAUT TYPE AC;LEGRAND ;UNITE;152,00;65,74;
600973;SOCOLEC;INDUSTRIE;411617;00001411617;INTER. DIFF.  2 X 40 - 30 MA RACCORDT HAUT TYPE A;LEGRAND ;UNITE;100,00;46,72;
600974;SOCOLEC;INDUSTRIE;411618;00001411618;INTER. DIFF.  2 X 63 - 30 MA  TYPE A;LEGRAND ;UNITE;170,00;78,63;
600975;SOCOLEC;INDUSTRIE;411631;00001411631;INTER. DIFF.  2 X 25 - 30 MA BORNES AUTO TYPE AC;LEGRAND ;UNITE;87,00;37,58;
600976;SOCOLEC;INDUSTRIE;411632;00001411632;INTER. DIFF.  2 X 40 - 30 MA BORNES AUTO TYPE AC;LEGRAND ;UNITE;87,00;38,93;
600977;SOCOLEC;INDUSTRIE;411633;00001411633;INTER. DIFF.  2 X 63 - 30 MA BORNES AUTO TYPE AC;LEGRAND ;UNITE;152,00;65,74;
600978;SOCOLEC;INDUSTRIE;411637;00001411637;INTER. DIFF.  2 X 25 - 30 MA BORNES AUTO TYPE A;LEGRAND ;UNITE;102,00;51,79;
600979;SOCOLEC;INDUSTRIE;411638;00001411638;INTER. DIFF.  2 X 40 - 30 MA BORNES AUTO TYPE A;LEGRAND ;UNITE;100,00;46,72;
600980;SOCOLEC;INDUSTRIE;411639;00001411639;INTER. DIFF.  2 X 63 - 30 MA BORNES AUTO TYPE A;LEGRAND ;UNITE;170,00;78,63;
600981;SOCOLEC;INDUSTRIE;411644;00001411644;INTER. DIFF.  2 X 40 - 30 MA BORNES AUTO TYPE HPI;LEGRAND ;UNITE;166,00;84,00;
600982;SOCOLEC;INDUSTRIE;411660;00001411660;INTER. DIFF.  4 X 25 - 30 MA  RACCORDT HAUT ET BAS TYPE AC;LEGRAND ;UNITE;193,00;104,22;
600983;SOCOLEC;INDUSTRIE;411661;00001411661;INTER. DIFF.  4 X 40 - 30 MA  RACCORDT HAUT ET BAS TYPE AC;LEGRAND ;UNITE;194,00;104,76;
600984;SOCOLEC;INDUSTRIE;411662;00001411662;INTER. DIFF.  4 X 63 - 30 MA  RACCORDT HAUT ET BAS TYPE AC;LEGRAND ;UNITE;304,00;164,16;
600985;SOCOLEC;INDUSTRIE;411665;00001411665;INTER. DIFF.  4 X 40 - 300 MA RACCORDT HAUT ET BAS TYPE AC;LEGRAND ;UNITE;166,00;89,64;
600986;SOCOLEC;INDUSTRIE;411666;00001411666;INTER. DIFF.  4 X 63 - 300 MA  RACCORDT HAUT ET BAS TYPE AC;LEGRAND ;UNITE;209,00;112,86;
600987;SOCOLEC;INDUSTRIE;412400;00001412400;TELERUPTEUR SILENCIEUX  16A-250V  UNIPOLAIRE;LEGRAND ;UNITE;38,30;20,68;
600988;SOCOLEC;INDUSTRIE;412408;00001412408;TELERUPTEUR 16A - 250V  1F;LEGRAND ;UNITE;33,10;17,87;
600989;SOCOLEC;INDUSTRIE;412501;00001412501;CONTACTEUR J/N 2 X 25 A SILENCIEUX;LEGRAND ;UNITE;81,00;43,74;
600990;SOCOLEC;INDUSTRIE;412502;00001412502;CONTACTEUR J/N 3 X 25 A SILENCIEUX;LEGRAND ;UNITE;105,00;56,70;
600991;SOCOLEC;INDUSTRIE;412544;00001412544;CONTACTEUR DE PUISSANCE 2 X 25 A;LEGRAND ;UNITE;60,90;32,89;
600992;SOCOLEC;INDUSTRIE;412545;00001412545;CONTACTEUR DE PUISSANCE 2 X 40 A;LEGRAND ;UNITE;103,00;55,62;
600993;SOCOLEC;INDUSTRIE;412551;00001412551;CONTACTEUR DE PUISSANCE 4 X 25 A;LEGRAND ;UNITE;81,10;43,79;
600994;SOCOLEC;INDUSTRIE;41645;00001041645;BOUTON POUSSOIR PORTE-ETIQUETTE 70X35;LEGRAND ;UNITE;18,50;9,99;
600995;SOCOLEC;INDUSTRIE;41647;00001041647;BOUTON POUSSOIR PORTE-ETIQUETTE 70X70;LEGRAND ;UNITE;24,70;13,34;
600996;SOCOLEC;INDUSTRIE;41651;00001041651;CARILLON 2 TONS 230 V;LEGRAND ;UNITE;39,40;21,28;
600997;SOCOLEC;INDUSTRIE;41652;00001041652;CARILLON 220 V AVEC TRANSFO;LEGRAND ;UNITE;45,70;24,68;
600998;SOCOLEC;INDUSTRIE;43208;00001043208;IN ONE ALARME INTRUSION RADIO MULTISERVICE SAILLIE PRET A POSER;LEGRAND ;UNITE;1190,00;642,60;
600999;SOCOLEC;INDUSTRIE;43209;00001043209;IN ONE ALARME INTRUSION RADIO MULTISERVICE PRET A POSER CELIANE;LEGRAND ;UNITE;1190,00;642,60;
601000;SOCOLEC;INDUSTRIE;51220;00001051220;DTI POUR 32913;LEGRAND ;UNITE;28,50;15,39;
601001;SOCOLEC;INDUSTRIE;60002;00001060002;DOUILLE BOUT DE FIL B22 PLASTIQUE BLANC SANS BAGUE;LEGRAND ;UNITE;2,75;1,49;
601002;SOCOLEC;INDUSTRIE;60005;00001060005;DOUILLE BOUT DE FIL B22 CONNEXION A VIS DOUBLE BAGUE BLANCHE;LEGRAND ;UNITE;2,36;1,27;
601003;SOCOLEC;INDUSTRIE;60006;00001060006;DOUILLE BOUT DE FIL B22 METALIQUE SIMPLE BAGUE;LEGRAND ;UNITE;4,88;2,64;
601004;SOCOLEC;INDUSTRIE;60052;00001060052;DOUILLE BOUT DE FIL B22  PORCELAINE  DOUILLE PATERE P/ BOITE RONDE D70;LEGRAND ;UNITE;12,50;6,75;
601005;SOCOLEC;INDUSTRIE;60134;00001060134;FICHE DCL 2 P + T POUR BOITE D'ENCASTREMENT;LEGRAND ;UNITE;1,98;1,07;
601006;SOCOLEC;INDUSTRIE;60135;00001060135;DOUILLE DCL CULOT  E 27 POUR BOITE D'ENCASTREMENT;LEGRAND ;UNITE;4,13;2,23;
601007;SOCOLEC;INDUSTRIE;60620;00001060620;REGLETTE SDB A DIFF. & TUBE  60W  SIMPLE;LEGRAND ;UNITE;31,60;17,06;
601008;SOCOLEC;INDUSTRIE;60621;00001060621;REGLETTE SDB  INTER DIFFUSEUR & TUBE 60 W;LEGRAND ;UNITE;35,90;19,39;
601009;SOCOLEC;INDUSTRIE;60623;00001060623;REGLETTE SDB  PRISE 2 P + T DIFFU. & TUBE 60W;LEGRAND ;UNITE;42,10;22,73;
601010;SOCOLEC;INDUSTRIE;60625;00001060625;REGLETTE SDB  INTER + PRISE 2 P + T DIFFUSEUR & TUBE 60W;LEGRAND ;UNITE;47,20;25,49;
601011;SOCOLEC;INDUSTRIE;60627;00001060627;REGLETTE SDB PRISE RASOIR 2 P A/TRANSFO DE SEP. INCORPORE DIFFUSEUR & TUBE 60W;LEGRAND ;UNITE;69,40;37,48;
601012;SOCOLEC;INDUSTRIE;60628;00001060628;REGLETTE INTER + PRISE 2 P A/TRANSFO DE SEP. INCORPORE TUBE 60W & DIFFU.;LEGRAND ;UNITE;74,80;40,39;
601013;SOCOLEC;INDUSTRIE;60866;00001060866;BLOC DE SECOURS SATI AMBIANCE PERMANENTS 360 LUMENS;LEGRAND ;UNITE;440,00;237,60;
601014;SOCOLEC;INDUSTRIE;62525;00001062525;BLOC DE SECOURS SATI 60 LUMENS;LEGRAND ;UNITE;131,00;63,67;
601015;SOCOLEC;INDUSTRIE;62526;00001062526;BLOC DE SECOURS SATI ETANCHE  60 LUMENS;LEGRAND ;UNITE;221,00;117,47;
601016;SOCOLEC;INDUSTRIE;62540;00001062540;BLOC DE SECOURS AUTONOME BAES  PERMANENT ARCOR 2;LEGRAND ;UNITE;418,00;225,72;
601017;SOCOLEC;INDUSTRIE;62541;00001062541;BLOC DE SECOURS AUTONOME BAES  NON PERMANENT ARCOR 2;LEGRAND ;UNITE;379,00;204,66;
601018;SOCOLEC;INDUSTRIE;62560;00001062560;BLOC DE SECOURS AUTONOME BAES+BAEH;LEGRAND ;UNITE;286,00;154,44;
601019;SOCOLEC;INDUSTRIE;62565;00001062565;BLOC DE SECOURS SATI FLUO 360 LUMENS;LEGRAND ;UNITE;367,00;198,18;
601020;SOCOLEC;INDUSTRIE;62566;00001062566;BLOC DE SECOURS SATI ETANCHE 360 LUMENS;LEGRAND ;UNITE;429,00;231,66;
601021;SOCOLEC;INDUSTRIE;62580;00001062580;KIT DE FIXATION P/ MONTAGE APPLIQUE/DRAPEAU ARCOR 2 ALU;LEGRAND ;UNITE;156,00;84,24;
601022;SOCOLEC;INDUSTRIE;62581;00001062581;KIT DE FIXATION P/ MONTAGE APPLIQUE/DRAPEAU ARCOR 2 BLANC;LEGRAND ;UNITE;156,00;84,24;
601023;SOCOLEC;INDUSTRIE;62582;00001062582;PLAQUE SIGNALETIQUE ARCOR2 SORTIE GAUCHE/DROITE;LEGRAND ;UNITE;230,00;124,20;
601024;SOCOLEC;INDUSTRIE;62583;00001062583;PLAQUE SIGNALETIQUE ARCOR2 SORTIE EN DESSOUS;LEGRAND ;UNITE;230,00;124,20;
601025;SOCOLEC;INDUSTRIE;63301;00001063301;IN ONE PORTIER AUDIO PRET A POSER CELIANE AVEC POSTES ET PLATINE DE RUE A ENCASTRER;LEGRAND ;UNITE;489,00;264,06;
601026;SOCOLEC;INDUSTRIE;664301;00001664301;NILOÉ INTERRUPTEUR OU VA ET VIENT PUR  EMBALLAGE PAR 50;LEGRAND ;UNITE;4,22;2,28;
601027;SOCOLEC;INDUSTRIE;664335;00001664335;NILOÉ PRISE 2P + T AUTO  PUR EMBALLAGE CHANTIER;LEGRAND ;UNITE;4,47;2,41;
601028;SOCOLEC;INDUSTRIE;664503;00001664503;NILOÉ INTERRUPTEUR TRIPLE PUR;LEGRAND ;UNITE;13,50;7,29;
601029;SOCOLEC;INDUSTRIE;664701;00001664701;NILOÉ INTERRUPTEUR OU VA ET VIENT PUR;LEGRAND ;UNITE;4,22;2,28;
601030;SOCOLEC;INDUSTRIE;664702;00001664702;NILOÉ DOUBLE VA ET VIENT PUR;LEGRAND ;UNITE;11,90;6,43;
601031;SOCOLEC;INDUSTRIE;664704;00001664704;NILOÉ PERMUTATEUR  PUR;LEGRAND ;UNITE;31,70;17,12;
601032;SOCOLEC;INDUSTRIE;664705;00001664705;NILOÉ POUSSOIR SIMPLE PUR;LEGRAND ;UNITE;6,35;3,43;
601033;SOCOLEC;INDUSTRIE;664708;00001664708;NILOÉ POUSSOIR DOUBLE PUR;LEGRAND ;UNITE;14,60;7,88;
601034;SOCOLEC;INDUSTRIE;664710;00001664710;NILOÉ VA ET VIENT A VOYANT  PUR;LEGRAND ;UNITE;8,71;4,70;
601035;SOCOLEC;INDUSTRIE;664711;00001664711;NILOÉ INTERRUPTEUR VOLETS ROULANTS 3 POSITIONS PUR;LEGRAND ;UNITE;19,00;10,26;
601036;SOCOLEC;INDUSTRIE;664713;00001664713;NILOÉ POUSSOIR SIMPLE MULTIFONCTION PUR;LEGRAND ;UNITE;8,46;4,57;
601037;SOCOLEC;INDUSTRIE;664715;00001664715;NILOÉ POUSSOIR PORTE ETIQUETTES PUR;LEGRAND ;UNITE;12,90;6,97;
601038;SOCOLEC;INDUSTRIE;664725;00001664725;NILOÉ POUSSOIR IP 44 PUR;LEGRAND ;UNITE;16,70;9,02;
601039;SOCOLEC;INDUSTRIE;664735;00001664735;NILOÉ PRISE 2P + T AUTO  PUR;LEGRAND ;UNITE;4,47;2,41;
601040;SOCOLEC;INDUSTRIE;664745;00001664745;NILOÉ PRISE DOUBLES 2P + T AUTO  PUR;LEGRAND ;UNITE;10,10;5,45;
601041;SOCOLEC;INDUSTRIE;664749;00001664749;NILOÉ SORTIE DE CABLE IP 44 ETANCHE A L'AIR PUR;LEGRAND ;UNITE;8,80;4,75;
601042;SOCOLEC;INDUSTRIE;664750;00001664750;NILOÉ PRISE TV SIMPLE TYPE F PUR;LEGRAND ;UNITE;9,28;5,01;
601043;SOCOLEC;INDUSTRIE;664751;00001664751;NILOÉ PRISE TV SIMPLE MALE PUR;LEGRAND ;UNITE;8,79;4,75;
601044;SOCOLEC;INDUSTRIE;664756;00001664756;NILOÉ PRISE TV/SAT;LEGRAND ;UNITE;29,30;15,82;
601045;SOCOLEC;INDUSTRIE;664763;00001664763;NILOÉ PRISE TV/R/SAT;LEGRAND ;UNITE;32,20;17,39;
601046;SOCOLEC;INDUSTRIE;664768;00001664768;NILOÉ PRISE CONJONCTEUR TEL  PUR;LEGRAND ;UNITE;11,00;5,94;
601047;SOCOLEC;INDUSTRIE;664775;00001664775;NILOÉ RJ45 BLINDÉE 360°C STP CAT.6 PUR;LEGRAND ;UNITE;21,30;11,50;
601048;SOCOLEC;INDUSTRIE;664777;00001664777;NILOÉ RJ45 CAT.6 FTP 9 CONTACTS PUR;LEGRAND ;UNITE;13,70;7,40;
601049;SOCOLEC;INDUSTRIE;664791;00001664791;NILOÉ INTERRUPTEUR VMC 2 POSITIONS PUR;LEGRAND ;UNITE;9,13;4,93;
601050;SOCOLEC;INDUSTRIE;664795;00001664795;NILOÉ SORTIE DE CABLE  PUR;LEGRAND ;UNITE;3,70;2,00;
601051;SOCOLEC;INDUSTRIE;665001;00001665001;NILOÉ PLAQUE 1 POSTE  PUR;LEGRAND ;UNITE;1,53;0,83;
601052;SOCOLEC;INDUSTRIE;665002;00001665002;NILOÉ PLAQUE 2 POSTES  PUR ENTRAXE 71;LEGRAND ;UNITE;3,07;1,66;
601053;SOCOLEC;INDUSTRIE;665003;00001665003;NILOÉ PLAQUE 3 POSTES  PUR ENTRAXE 71;LEGRAND ;UNITE;4,60;2,48;
601054;SOCOLEC;INDUSTRIE;665009;00001665009;NILOÉ PLAQUE 1 POSTE  PUR EMBALLAGE CHANTIER;LEGRAND ;UNITE;1,53;0,83;
601055;SOCOLEC;INDUSTRIE;665099;00001665099;NILOÉ GRIFFES ACCESSOIRE;LEGRAND ;UNITE;0,46;0,25;
601056;SOCOLEC;INDUSTRIE;665115;00001665115;NILOÉ INTERRUPTEUR VARIATEUR 400W 2FILS PUR;LEGRAND ;UNITE;32,50;17,55;
601057;SOCOLEC;INDUSTRIE;665118;00001665118;NILOÉ INTER AUTOMATIQUE 2 FILS 400W PUR;LEGRAND ;UNITE;50,50;27,27;
601058;SOCOLEC;INDUSTRIE;67001;00001067001;CELIANE MECANISME VA ET VIENT;LEGRAND ;UNITE;5,56;3,00;
601059;SOCOLEC;INDUSTRIE;67031;00001067031;CELIANE MECANISME POUSSOIR INVERSEUR 6A;LEGRAND ;UNITE;9,40;5,08;
601060;SOCOLEC;INDUSTRIE;67091;00001067091;CELIANE MECANISME INTER AUTOMATIQUE SANS NEUTRE 400W AVEC M/A;LEGRAND ;UNITE;66,60;35,96;
601061;SOCOLEC;INDUSTRIE;67111;00001067111;CELIANE MECANISME PC 2P + T;LEGRAND ;UNITE;4,07;2,20;
601062;SOCOLEC;INDUSTRIE;67181;00001067181;CELIANE MECANISME SORTIE DE CABLE;LEGRAND ;UNITE;8,66;4,68;
601063;SOCOLEC;INDUSTRIE;67230;00001067230;IN ONE INTER RECEPTEUR RADIO CELIANE;LEGRAND ;UNITE;88,00;47,52;
601064;SOCOLEC;INDUSTRIE;67232;00001067232;IN ONE INTERVARIATEUR RECEPTEUR RADIO SANS NEUTRE CELIANE;LEGRAND ;UNITE;88,00;47,52;
601065;SOCOLEC;INDUSTRIE;67238;00001067238;IN ONE INTERSCENARIO D'ECLAIRAGE EMETTEUR RADIO CELIANE;LEGRAND ;UNITE;56,70;30,62;
601066;SOCOLEC;INDUSTRIE;67251;00001067251;CELIANE MECANISME COMMANDE INDIVIDUELLE VOLETS ROULANTS;LEGRAND ;UNITE;145,00;78,30;
601067;SOCOLEC;INDUSTRIE;67253;00001067253;CELIANE MECANISME COMMANDE CENTRALISEE VOLETS ROULANTS;LEGRAND ;UNITE;110,00;59,40;
601068;SOCOLEC;INDUSTRIE;67256;00001067256;CELIANE MECANISME COMMANDE INDIVIDUELLE VOLETS ROULANTS AVEC BUTEE ELECTRONIQUE INCLUSE;LEGRAND ;UNITE;165,00;89,10;
601069;SOCOLEC;INDUSTRIE;67299;00001067299;IN ONE POINT D'ECLAIRAGE PRET A POSER CELIANE;LEGRAND ;UNITE;172,00;92,88;
601070;SOCOLEC;INDUSTRIE;67310;00001067310;IN ONE DIFFUSION SONORE PRET A POSER CELIANE AVEC HAUT PARLEUR SPOT;LEGRAND ;UNITE;220,00;118,80;
601071;SOCOLEC;INDUSTRIE;67338;00001067338;CELIANE MECANISME PRISE TELEPHONE T;LEGRAND ;UNITE;12,10;6,53;
601072;SOCOLEC;INDUSTRIE;67382;00001067382;CELIANE MECANISME PRISE TV SIMPLE;LEGRAND ;UNITE;9,34;5,04;
601073;SOCOLEC;INDUSTRIE;67388;00001067388;CELIANE MECANISME PRISE TV RSAT;LEGRAND ;UNITE;26,60;14,36;
601074;SOCOLEC;INDUSTRIE;68001;00001068001;CELIANE ENJOLIVEUR BLANC COMMANDE SIMPLE;LEGRAND ;UNITE;1,11;0,60;
601075;SOCOLEC;INDUSTRIE;68003;00001068003;CELIANE ENJOLIVEUR BLANC COMMANDE A VOYANT SIMPLE;LEGRAND ;UNITE;6,88;3,72;
601076;SOCOLEC;INDUSTRIE;68035;00001068035;CELIANE ENJOLIVEUR BLANC INTERRUPTEUR AUTOMATIQUE;LEGRAND ;UNITE;10,30;5,56;
601077;SOCOLEC;INDUSTRIE;68111;00001068111;CELIANE ENJOLIVEUR BLANC PRISE;LEGRAND ;UNITE;1,08;0,58;
601078;SOCOLEC;INDUSTRIE;68141;00001068141;CELIANE ENJOLIVEUR BLANC SORTIE DE CABLE;LEGRAND ;UNITE;3,92;2,12;
601079;SOCOLEC;INDUSTRIE;68161;00001068161;CELIANE ENJOLIVEUR BLANC CDE INDIVIDUELLE VOLET ROULANT CPL;LEGRAND ;UNITE;7,32;3,95;
601080;SOCOLEC;INDUSTRIE;68163;00001068163;CELIANE ENJOLIVEUR BLANC COMMANDE CENTRALISEE VOLETS ROULANTS CPL;LEGRAND ;UNITE;13,20;7,13;
601081;SOCOLEC;INDUSTRIE;68237;00001068237;CELIANE ENJOLIVEUR BLANC PRISE RJ45 CAT5;LEGRAND ;UNITE;1,12;0,60;
