_ID;FOURNISSEUR;FAMILLE  ;REFERENCE;DESIGNATION;MARQUE;PRIX_AU;PRIX_BASE;PRIX_NET
#VALEUR!;beauplet;CHAUFFAGE;IRTKKI30150;ISOLANT TUBE SOUPLE 13MM M1 A RECOUVR.ADH. Ø15 LE M;NMC FRANCE ;un;1,00;0,69
#VALEUR!;beauplet;PLOMBERIE;e416;RACCORD PER A GLISSEMENT F ECROU LIBRE PE16-F15X21;PB TUB ;un;1,01;0,70
#VALEUR!;beauplet;PLOMBERIE;CJ4;COUDE PVC 45° D50 MF;NICOLL;un;1,02;0,70
#VALEUR!;beauplet;CHAUFFAGE;IRTKKI30180;ISOLANT TUBE SOUPLE 13MM M1 A RECOUVR.ADH. Ø17-18 LE M;NMC FRANCE ;un;1,02;0,70
#VALEUR!;beauplet;PLOMBERIE;1116;MANCHON LAITON FER/CU 18-M20X27;COMAP ;un;1,02;0,70
#VALEUR!;beauplet;PLOMBERIE;perpb16100;TUBE PER PREGAINE 13X16 BLEU  LES100 ML;PB TUB ;un;1,03;0,71
#VALEUR!;beauplet;PLOMBERIE;perpr16100;TUBE PER PREGAINE 13X16 ROUGE  LES100 ML;PB TUB ;un;1,03;0,71
#VALEUR!;beauplet;PLOMBERIE;;TUBE SEMI-RIGIDE BANDE BLEUE Ø32   50M;ALPHACAN/WAVIN/URALITA/MERIDIONALE;un;1,03;0,71
#VALEUR!;beauplet;PLOMBERIE;;TUBE SEMI-RIGIDE BANDE BLEUE Ø32  100M;ALPHACAN/WAVIN/URALITA/MERIDIONALE;un;1,03;0,71
#VALEUR!;beauplet;PLOMBERIE;m212;RACCORD PER A GLISSEMENT M 15X21- PE 12;PB TUB ;un;1,06;0,73
#VALEUR!;beauplet;PLOMBERIE;242302;REDUCTION CUIVRE A SOUDER MF28-22  243CU;COMAP ;un;1,09;0,75
#VALEUR!;beauplet;PLOMBERIE;1115;MANCHON LAITON FER/CU 16-M20X27;COMAP ;un;1,09;0,75
#VALEUR!;beauplet;CHAUFFAGE;IQTTTM130350;ISOLANT TUBE SOUPLE 13MM M1 NON FENDU Ø34-35 LE M;NMC FRANCE ;un;1,10;0,76
#VALEUR!;beauplet;PLOMBERIE;130022;TE CUIVRE EGAL 22;COMAP ;un;1,12;0,77
#VALEUR!;beauplet;PLOMBERIE;115515/001;TUBE PVC RIGIDE Ø 40 NFE  NF  M1  LE ML;ALPHACAN/WAVIN/URALITA/MERIDIONALE;un;1,15;0,79
#VALEUR!;beauplet;PLOMBERIE;12300016;TUBE MULTICOUCHE 16X2  ROULEAU DE 100M;SAHNA;un;1,17;0,81
#VALEUR!;beauplet;PLOMBERIE;CH22;COUDE PVC 20° D40 FF;NICOLL;un;1,18;0,81
#VALEUR!;beauplet;PLOMBERIE;CH2;COUDE PVC 20° D40 MF;NICOLL;un;1,18;0,81
#VALEUR!;beauplet;CHAUFFAGE;IRTKKI30220;ISOLANT TUBE SOUPLE 13MM M1 A RECOUVR.ADH. Ø22 LE M;NMC FRANCE ;un;1,21;0,83
#VALEUR!;beauplet;PLOMBERIE;CJ44;COUDE PVC 45° D50 FF;NICOLL;un;1,21;0,83
#VALEUR!;beauplet;PLOMBERIE;TF188;TE PIED DE BICHE 87° D32 FF;NICOLL;un;1,21;0,83
#VALEUR!;beauplet;PLOMBERIE;TF188MF;TE PIED DE BICHE 87° D32 MF;NICOLL;un;1,21;0,83
#VALEUR!;beauplet;PLOMBERIE;m216;RACCORD PER A GLISSEMENT M 15X21- PE 16;PB TUB ;un;1,21;0,84
#VALEUR!;beauplet;CHAUFFAGE;IQTTTM130420;ISOLANT TUBE SOUPLE 13MM M1 NON FENDU Ø41-42 LE M;NMC FRANCE ;un;1,22;0,84
#VALEUR!;beauplet;PLOMBERIE;CH66;COUDE PVC 67° D40 FF;NICOLL;un;1,24;0,86
#VALEUR!;beauplet;PLOMBERIE;CH6;COUDE PVC 67° D40 MF;NICOLL;un;1,24;0,86
#VALEUR!;beauplet;PLOMBERIE;92022;COUDE CUIVRE 90° MF 22;COMAP ;un;1,26;0,87
#VALEUR!;beauplet;CHAUFFAGE;IQTTTM190150;ISOLANT TUBE SOUPLE 19MM M1 NON FENDU Ø14-15-16 LE M;NMC FRANCE ;un;1,30;0,90
#VALEUR!;beauplet;PLOMBERIE;BF144;CULOTTE 45° D32 FF;NICOLL;un;1,34;0,92
#VALEUR!;beauplet;PLOMBERIE;BF14;CULOTTE 45° D32 MF;NICOLL;un;1,34;0,92
#VALEUR!;beauplet;PLOMBERIE;BF188;CULOTTE 87° D32 FF;NICOLL;un;1,34;0,92
#VALEUR!;beauplet;PLOMBERIE;BF18;CULOTTE 87° D32 MF;NICOLL;un;1,34;0,92
#VALEUR!;beauplet;CHAUFFAGE;IQTTTM190180;ISOLANT TUBE SOUPLE 19MM M1 NON FENDU Ø17-18 LE M;NMC FRANCE ;un;1,35;0,93
#VALEUR!;beauplet;PLOMBERIE;M2T;MANCHON PVC Ø 100;NICOLL;un;1,35;0,93
#VALEUR!;beauplet;PLOMBERIE;4251;DOUILLE CUIVRE DROITE 359GCL 2 PIECES F20X27-18;COMAP ;un;1,38;0,95
#VALEUR!;beauplet;PLOMBERIE;240302;REDUCTION CUIVRE A SOUDER FF28-22 240CU;COMAP ;un;1,38;0,95
#VALEUR!;beauplet;PLOMBERIE;131847;TE CUIVRE 18-14-18;COMAP ;un;1,38;0,95
#VALEUR!;beauplet;CHAUFFAGE;IRTKKI30280;ISOLANT TUBE SOUPLE 13MM M1 A RECOUVR.ADH. Ø28 LE M;NMC FRANCE ;un;1,38;0,95
#VALEUR!;beauplet;PLOMBERIE;CJ88;COUDE PVC 87° D50 FF;NICOLL;un;1,45;1,00
#VALEUR!;beauplet;PLOMBERIE;CJ8;COUDE PVC 87° D50 MF;NICOLL;un;1,45;1,00
#VALEUR!;beauplet;PLOMBERIE;115516/001;TUBE PVC RIGIDE Ø 50 NFE  NF  M1  LE ML;ALPHACAN/WAVIN/URALITA/MERIDIONALE;un;1,45;1,00
#VALEUR!;beauplet;CHAUFFAGE;IQTTTM130480;ISOLANT TUBE SOUPLE 13MM M1 NON FENDU Ø48 LE M;NMC FRANCE ;un;1,46;1,01
#VALEUR!;beauplet;PLOMBERIE;240236;REDUCTION CUIVRE A SOUDER FF22-16  240CU;COMAP ;un;1,46;1,01
#VALEUR!;beauplet;PLOMBERIE;TH188;TE PIED DE BICHE 87° D40 FF;NICOLL;un;1,48;1,02
#VALEUR!;beauplet;PLOMBERIE;BH144;CULOTTE 45° D40 FF;NICOLL;un;1,49;1,03
#VALEUR!;beauplet;PLOMBERIE;BH188;CULOTTE 87° D40 FF;NICOLL;un;1,49;1,03
#VALEUR!;beauplet;PLOMBERIE;4250;DOUILLE CUIVRE DROITE 359GCL 2 PIECES F20X27-16;COMAP ;un;1,50;1,03
#VALEUR!;beauplet;CHAUFFAGE;IQTTTM190220;ISOLANT TUBE SOUPLE 19MM M1 NON FENDU Ø21-22 LE M;NMC FRANCE ;un;1,51;1,04
#VALEUR!;beauplet;PLOMBERIE;M2L;MANCHON PVC Ø  63;NICOLL;un;1,53;1,05
#VALEUR!;beauplet;PLOMBERIE;1059;DOUILLE CUIVRE DROITE 359GCL 2 PIECES F20X27-22;COMAP ;un;1,57;1,08
#VALEUR!;beauplet;PLOMBERIE;BH14;CULOTTE 45° D40 MF;NICOLL;un;1,57;1,09
#VALEUR!;beauplet;PLOMBERIE;BH18;CULOTTE 87° D40 MF;NICOLL;un;1,57;1,09
#VALEUR!;beauplet;EPI;;GANTS HANDLITE 200G;OPSIAL;un;1,58;1,09
#VALEUR!;beauplet;CHAUFFAGE;IRTKKI30350;ISOLANT TUBE SOUPLE 13MM M1 A RECOUVR.ADH. Ø35 LE M;NMC FRANCE ;un;1,58;1,09
#VALEUR!;beauplet;PLOMBERIE;;TUBE SEMI-RIGIDE BANDE BLEUE Ø40   50M;ALPHACAN/WAVIN/URALITA/MERIDIONALE;un;1,58;1,09
#VALEUR!;beauplet;PLOMBERIE;;TUBE SEMI-RIGIDE BANDE BLEUE Ø40  100M;ALPHACAN/WAVIN/URALITA/MERIDIONALE;un;1,58;1,09
#VALEUR!;beauplet;PLOMBERIE;CO100;COLLIER PVC LYRE D100 L'UNITE;NICOLL;un;1,59;1,10
#VALEUR!;beauplet;PLOMBERIE;e420;RACCORD PER A GLISSEMENT F ECROU LIBRE PE20-F20X27;PB TUB ;un;1,61;1,11
#VALEUR!;beauplet;MISE EN OEUVRE;043534;FIXATION LAVABO 8X110  J2;PLOMBELEC;un;1,61;1,11
#VALEUR!;beauplet;CHAUFFE-EAU;GS008;SIPHON ENTONNOIR  AV DEFLECT. F 26/34;FLAMCO FLEXCON;un;1,63;1,13
#VALEUR!;beauplet;PLOMBERIE;perpb2050;TUBE PER PREGAINE 16X20 BLEU  LES 50 ML;PB TUB ;un;1,63;1,13
#VALEUR!;beauplet;PLOMBERIE;perpr2050;TUBE PER PREGAINE 16X20 ROUGE  LES 50 ML;PB TUB ;un;1,63;1,13
#VALEUR!;beauplet;SANITAIRE;6103;SIPHON DE LAVABO A GRAND CULOT REGLABLE PLASTIQUE 33X42;VALENTIN;un;1,68;1,16
#VALEUR!;beauplet;SANITAIRE;7503;SIPHON EVIER A CULOT REGLABLE PLASTIQUE 40X49;VALENTIN;un;1,70;1,17
#VALEUR!;beauplet;CHAUFFE-EAU;92315 NF;SIPHON ENTONNOIR SANS DEFLECTEUR  F 26X34;WATTS EUROTHERM;un;1,70;1,17
#VALEUR!;beauplet;PLOMBERIE;COT;COLLIER PVC BRIDE D 100 L'UNITE;NICOLL;un;1,70;1,17
#VALEUR!;beauplet;CHAUFFAGE;IQTTTM130540;ISOLANT TUBE SOUPLE 13MM M1 NON FENDU Ø54 LE M;NMC FRANCE ;un;1,71;1,18
#VALEUR!;beauplet;PLOMBERIE;12300020;TUBE MULTICOUCHE 20X2,25  ROULEAU DE 100M;SAHNA;un;1,73;1,19
#VALEUR!;beauplet;PLOMBERIE;132249;TE CUIVRE 22-14-22;COMAP ;un;1,74;1,20
#VALEUR!;beauplet;PLOMBERIE;1311;APPLIQUE A COQUILLE CHROME F 15/21-14;SFERACO;un;1,79;1,24
#VALEUR!;beauplet;PLOMBERIE;M2R;MANCHON PVC Ø  80;NICOLL;un;1,80;1,24
#VALEUR!;beauplet;CHAUFFAGE;IRTKKI30420;ISOLANT TUBE SOUPLE 13MM M1 A RECOUVR.ADH. Ø42 LE M;NMC FRANCE ;un;1,80;1,24
#VALEUR!;beauplet;PLOMBERIE;23200b;TUBE MULTICOUCHE PRE-GAINE BLEU 16X2  COURONNE DE 100ML;SAHNA;un;1,81;1,25
#VALEUR!;beauplet;PLOMBERIE;23200r;TUBE MULTICOUCHE PRE-GAINE ROUGE 16X2  COURONNE DE 100ML;SAHNA;un;1,81;1,25
#VALEUR!;beauplet;PLOMBERIE;TH188MF;TE PIED DE BICHE 87° D40 MF;NICOLL;un;1,81;1,25
#VALEUR!;beauplet;SANITAIRE;6153;SIPHON DE BIDET A PETIT CULOT REGLABLE PLASTIQUE 33X42;VALENTIN;un;1,86;1,28
#VALEUR!;beauplet;PLOMBERIE;RV12;ROBINET VIDANGE RADIATEUR A TETINE 12X17;THERMADOR ;un;1,86;1,29
#VALEUR!;beauplet;PLOMBERIE;perpd12100;TUBE PER PREGAINE DUO 10X12 LES 50 ML;PB TUB ;un;1,87;1,29
#VALEUR!;beauplet;PLOMBERIE;132269;TE CUIVRE 22-16-22;COMAP ;un;1,88;1,30
#VALEUR!;beauplet;CHAUFFAGE;IQTTTM190280;ISOLANT TUBE SOUPLE 19MM M1 NON FENDU Ø27-28 LE M;NMC FRANCE ;un;1,88;1,30
#VALEUR!;beauplet;CHAUFFAGE;IQTTTM130600;ISOLANT TUBE SOUPLE 13MM M1 NON FENDU Ø60 LE M;NMC FRANCE ;un;1,98;1,36
#VALEUR!;beauplet;PLOMBERIE;92028;COUDE CUIVRE 90° MF 28;COMAP ;un;1,98;1,37
#VALEUR!;beauplet;EPI;PVC27CM;GANTS PVC 27 CM;EURO PROTECTION;un;2,00;1,38
#VALEUR!;beauplet;PLOMBERIE;1370001;SIPHON M.A L. SIMPLE ABS HORIZONTAL;SFERACO;un;2,00;1,38
#VALEUR!;beauplet;PLOMBERIE;SL104;SELLE A COLLER 100/40;NICOLL;un;2,00;1,38
#VALEUR!;beauplet;SANITAIRE;0412024;PLAQUE INSONORISATION 400X200X2,5MM P/BAIG.ACIER;SAS;un;2,02;1,39
#VALEUR!;beauplet;PLOMBERIE;CR4;COUDE PVC 45° D80 MF;NICOLL;un;2,02;1,39
#VALEUR!;beauplet;CHAUFFAGE;IRTKKI30480;ISOLANT TUBE SOUPLE 13MM M1 A RECOUVR.ADH. Ø48 LE M;NMC FRANCE ;un;2,04;1,41
#VALEUR!;beauplet;CHAUFFAGE;IQTTTM190350;ISOLANT TUBE SOUPLE 19MM M1 NON FENDU Ø34-35 LE M;NMC FRANCE ;un;2,07;1,43
#VALEUR!;beauplet;EPI;;GANTS HANDLITE 300N;OPSIAL;un;2,11;1,45
#VALEUR!;beauplet;PLOMBERIE;CJ66;COUDE PVC 67° D50 FF;NICOLL;un;2,12;1,46
#VALEUR!;beauplet;PLOMBERIE;CJ6;COUDE PVC 67° D50 MF;NICOLL;un;2,12;1,46
#VALEUR!;beauplet;PLOMBERIE;1125;MANCHON LAITON FER/CU 22-M26X34;COMAP ;un;2,13;1,47
#VALEUR!;beauplet;PLOMBERIE;COX;COLLIER PVC BRIDE D 125 L'UNITE;NICOLL;un;2,13;1,47
#VALEUR!;beauplet;PLOMBERIE;TH288;TE PIED DE BICHE 87° D40/32 FF;NICOLL;un;2,13;1,47
#VALEUR!;beauplet;PLOMBERIE;TH288MF;TE PIED DE BICHE 87° D40/32 MF;NICOLL;un;2,13;1,47
#VALEUR!;beauplet;PLOMBERIE;115519/001;TUBE PVC RIGIDE Ø 80 NFE  NF  M1  LE ML;ALPHACAN/WAVIN/URALITA/MERIDIONALE;un;2,15;1,48
#VALEUR!;beauplet;PLOMBERIE;m420;RACCORD PER A GLISSEMENT M 20X27- PE 20;PB TUB ;un;2,16;1,49
#VALEUR!;beauplet;PLOMBERIE;T4;REDUCTION INCORPOREE D100X40;NICOLL;un;2,16;1,49
#VALEUR!;beauplet;PLOMBERIE;KT;COULISSE PVC D100;NICOLL;un;2,19;1,51
#VALEUR!;beauplet;PLOMBERIE;BJ144;CULOTTE 45° D50 FF;NICOLL;un;2,23;1,54
#VALEUR!;beauplet;PLOMBERIE;1325;ROBINET M.A.L CHROME 15-20;SFERACO;un;2,26;1,56
#VALEUR!;beauplet;CHAUFFAGE;IRTKKI30540;ISOLANT TUBE SOUPLE 13MM M1 A RECOUVR.ADH. Ø54 LE M;NMC FRANCE ;un;2,29;1,58
#VALEUR!;beauplet;PLOMBERIE;115520/001;TUBE PVC RIGIDE Ø 100 NFE  NF  M1  LE ML;ALPHACAN/WAVIN/URALITA/MERIDIONALE;un;2,30;1,59
#VALEUR!;beauplet;MISE EN OEUVRE;;COLLE GEL PVC  TUBE DE 0,125L;OPSIAL;un;2,35;1,62
