_ID;FOURNISSEUR;FAMILLE  ;REF_FABRICANT;REF_DISTRIBUTEUR;DESIGNATION;MARQUE;PRIX_AU;PRIX_BASE;PRIX_NET;;;;;;
100501;SOCOLEC;GENIE CLIMATIQUE; 506 715,00   ;00016506715; RADIATEUR CHALEUR DOUCE KENDO 1500 W DIGITAL ; ATLANTIC ;1;850;397,80;;;;;;
100502;SOCOLEC;GENIE CLIMATIQUE; 506 720,00   ;00016506720; RADIATEUR CHALEUR DOUCE KENDO 2000 W DIGITAL ; ATLANTIC ;1;1039;486,25;;;;;;
100503;SOCOLEC;GENIE CLIMATIQUE; 506 815,00   ;00016506815; RADIATEUR CHALEUR DOUCE KENDO 1500 W VERT. DIGITAL ; ATLANTIC ;1;850;397,80;;;;;;
100504;SOCOLEC;GENIE CLIMATIQUE; 506 820,00   ;00016506820; RADIATEUR CHALEUR DOUCE KENDO 2000 W VERT. DIGITAL ; ATLANTIC ;1;1039;486,25;;;;;;
100505;SOCOLEC;GENIE CLIMATIQUE; 566 007,00   ;00016566007; RADIATEUR RAYONNANT TATOU   750W HORIZONTAL DIGITAL ; ATLANTIC ;1;381;158,50;;;;;;
100506;SOCOLEC;GENIE CLIMATIQUE; 566 010,00   ;00016566010; RADIATEUR RAYONNANT TATOU  1000W HORIZONTAL DIGITAL ; ATLANTIC ;1;408;169,73;;;;;;
100507;SOCOLEC;GENIE CLIMATIQUE; 566 012,00   ;00016566012; RADIATEUR RAYONNANT TATOU  1250W HORIZONTAL DIGITAL ; ATLANTIC ;1;444;184,70;;;;;;
100508;SOCOLEC;GENIE CLIMATIQUE; 566 015,00   ;00016566015; RADIATEUR RAYONNANT TATOU  1500W HORIZONTAL DIGITAL ; ATLANTIC ;1;474;197,18;;;;;;
100509;SOCOLEC;GENIE CLIMATIQUE; 566 020,00   ;00016566020; RADIATEUR RAYONNANT TATOU  2000W HORIZONTAL DIGITAL ; ATLANTIC ;1;570;237,12;;;;;;
100510;SOCOLEC;GENIE CLIMATIQUE; 666 310,00   ;00016666310; RADIATEUR RAYONNANT TATOU  1000W  VERTICAL DIGITAL ; ATLANTIC ;1;408;169,73;;;;;;
100511;SOCOLEC;GENIE CLIMATIQUE; 666 315,00   ;00016666315; RADIATEUR RAYONNANT TATOU  1500W VERTICAL DIGITAL ; ATLANTIC ;1;474;197,18;;;;;;
100512;SOCOLEC;GENIE CLIMATIQUE; 666 320,00   ;00016666320; RADIATEUR RAYONNANT TATOU  2000W VERTICAL DIGITAL ; ATLANTIC ;1;570;237,12;;;;;;
100513;SOCOLEC;GENIE CLIMATIQUE; 516 510,00   ;00016516510; RADIATEUR RAYONNANT TATOU BAIN 1000W DIGITAL ; ATLANTIC ;1;474;197,18;;;;;;
100514;SOCOLEC;GENIE CLIMATIQUE; 516 515,00   ;00016516515; RADIATEUR RAYONNANT TATOU BAIN 1500W DIGITAL ; ATLANTIC ;1;557;231,71;;;;;;
100515;SOCOLEC;GENIE CLIMATIQUE; 504 407,00   ;00016504407; RADIATEUR FLUIDE THERMO CONDUCTEUR GALAPAGOS  750W DIGITAL ; ATLANTIC ;1;603;292,66;;;;;;
100516;SOCOLEC;GENIE CLIMATIQUE; 504 410,00   ;00016504410; RADIATEUR FLUIDE THERMO CONDUCTEUR GALAPAGOS 1000W DIGITAL ; ATLANTIC ;1;640;310,61;;;;;;
100517;SOCOLEC;GENIE CLIMATIQUE; 504 412,00   ;00016504412; RADIATEUR FLUIDE THERMO CONDUCTEUR GALAPAGOS 1250W DIGITAL ; ATLANTIC ;1;701;340,22;;;;;;
100518;SOCOLEC;GENIE CLIMATIQUE; 504 415,00   ;00016504415; RADIATEUR FLUIDE THERMO CONDUCTEUR GALAPAGOS 1500W DIGITAL ; ATLANTIC ;1;797;386,81;;;;;;
100519;SOCOLEC;GENIE CLIMATIQUE; 504 420,00   ;00016504420; RADIATEUR FLUIDE THERMO CONDUCTEUR GALAPAGOS 2000W DIGITAL ; ATLANTIC ;1;921;446,99;;;;;;
100520;SOCOLEC;GENIE CLIMATIQUE; 504 315,00   ;00016504315; RADIATEUR FLUIDE VERTICAL GALAPAGOS 1500 DIGITAL ; ATLANTIC ;1;996;483,39;;;;;;
100521;SOCOLEC;GENIE CLIMATIQUE; 504 317,00   ;00016504317; RADIATEUR FLUIDE  VERTICAL GALAPAGOS 1800W DIGITAL ; ATLANTIC ;1;1151;558,62;;;;;;
100522;SOCOLEC;GENIE CLIMATIQUE; 505 407,00   ;00016505407; RADIATEUR CHALEUR DOUCE MARADJA    750W DIGITAL ; ATLANTIC ;1;729;345,38;;;;;;
100523;SOCOLEC;GENIE CLIMATIQUE; 505 410,00   ;00016505410; RADIATEUR CHALEUR DOUCE MARADJA 1000W DIGITAL ; ATLANTIC ;1;814;385,66;;;;;;
100524;SOCOLEC;GENIE CLIMATIQUE; 505 412,00   ;00016505412; RADIATEUR CHALEUR DOUCE MARADJA  1250W DIGITAL ; ATLANTIC ;1;913;432,56;;;;;;
100525;SOCOLEC;GENIE CLIMATIQUE; 505 415,00   ;00016505415; RADIATEUR CHALEUR DOUCE MARADJA 1500W DIGITAL ; ATLANTIC ;1;994;470,94;;;;;;
100526;SOCOLEC;GENIE CLIMATIQUE; 505 420,00   ;00016505420; RADIATEUR CHALEUR DOUCE MARADJA  2000W DIGITAL ; ATLANTIC ;1;1137;538,69;;;;;;
100527;SOCOLEC;GENIE CLIMATIQUE;001U1864;00061000715;AUTOMATISME A BRAS ARTICULE POUR PORTAIL FAST KIT COMPLET 230V;CAME;1;1338,00;802,80;;;;;;
100528;SOCOLEC;GENIE CLIMATIQUE;001U9618;00061003214;AUTOMATISME POUR PORTAIL COULISSANT BX-243 KIT CLASSIQUE 24V;CAME;1;849,00;509,40;;;;;;
100529;SOCOLEC;GENIE CLIMATIQUE;001U1641;00061003216;AUTOMATISME A VIS SANS FIN POUR PORTAIL KRONO KIT COMPLET 230V;CAME;1;1299,00;779,40;;;;;;
100530;SOCOLEC;GENIE CLIMATIQUE;001U1867;00061003220;AUTOMATISME A BRAS ARTICULE POUR PORTAIL FAST KIT SIMPLIFIE 230V;CAME;1;999,00;599,40;;;;;;
100531;SOCOLEC;GENIE CLIMATIQUE;001U1899;00061003222;AUTOMATISME A BRAS ARTICULE POUR PORTAIL FAST KIT COMPLET 24V;CAME;1;1339,00;803,40;;;;;;
100532;SOCOLEC;GENIE CLIMATIQUE;001U4412F;00061003228;AUTOMATISME POUR PORTE BASCULANTE ET SECTIONNELLE VER KIT AVEC RAIL 24V;CAME;1;499,00;299,40;;;;;;
100533;SOCOLEC;GENIE CLIMATIQUE;CVV 12 MIRE;00052000770;RADIATEUR SECHE-SERVIETTES  CAMPAVER  1200W REFLET MIROIR RAYONNANT ET SOUFFLANT;CAMPA;1;1228,00;736,80;;;;;;
100534;SOCOLEC;GENIE CLIMATIQUE;ALTP08HBCCS;00052000811;RADIATEUR ALTEA PLUS HORIZ.   750 W;CAMPA;1;876,00;525,60;;;;;;
100535;SOCOLEC;GENIE CLIMATIQUE;ALTP10HBCCS;00052000812;RADIATEUR ALTEA PLUS HORIZ.  1000 W;CAMPA;1;935,00;561,00;;;;;;
100536;SOCOLEC;GENIE CLIMATIQUE;ALTP13HBCCS;00052000813;RADIATEUR ALTEA PLUS HORIZ.  1250 W;CAMPA;1;1018,00;610,80;;;;;;
100537;SOCOLEC;GENIE CLIMATIQUE;ALTP15HBCCS;00052000814;RADIATEUR ALTEA PLUS HORIZ.  1500 W;CAMPA;1;1066,00;639,60;;;;;;
100538;SOCOLEC;GENIE CLIMATIQUE;ALTP20HBCCS;00052000815;RADIATEUR ALTEA PLUS HORIZ.  2000 W;CAMPA;1;1189,00;713,40;;;;;;
100539;SOCOLEC;GENIE CLIMATIQUE;ALTP10VBCCS;00052000816;RADIATEUR ALTEA PLUS VERT. 1000 W;CAMPA;1;962,00;577,20;;;;;;
100540;SOCOLEC;GENIE CLIMATIQUE;ALTP15VBCCS;00052000817;RADIATEUR ALTEA PLUS VERT. 1500 W;CAMPA;1;1106,00;663,60;;;;;;
100541;SOCOLEC;GENIE CLIMATIQUE;ALTP20VBCCS;00052000818;RADIATEUR ALTEA PLUS VERT. 2000 W;CAMPA;1;1263,00;757,80;;;;;;
100542;SOCOLEC;GENIE CLIMATIQUE;CMUP08HSEPB;00052000870;RADIATEUR CAMPAVER ULTIME 2 HORIZ. NOIR  750 W;CAMPA;1;998,00;598,80;;;;;;
100543;SOCOLEC;GENIE CLIMATIQUE;CMUP10HSEPB;00052000871;RADIATEUR CAMPAVER ULTIME 2 HORIZ. NOIR 1000 W;CAMPA;1;1031,00;618,60;;;;;;
100544;SOCOLEC;GENIE CLIMATIQUE;CMUP13HSEPB;00052000872;RADIATEUR CAMPAVER ULTIME 2 HORIZ. NOIR 1250 W;CAMPA;1;1142,00;685,20;;;;;;
100545;SOCOLEC;GENIE CLIMATIQUE;CMUP15HSEPB;00052000873;RADIATEUR CAMPAVER ULTIME 2 HORIZ. NOIR 1500 W;CAMPA;1;1213,00;727,80;;;;;;
100546;SOCOLEC;GENIE CLIMATIQUE;CMUP20HSEPB;00052000874;RADIATEUR CAMPAVER ULTIME 2 HORIZ. NOIR 2000 W;CAMPA;1;1364,00;818,40;;;;;;
100547;SOCOLEC;GENIE CLIMATIQUE;CMUP10VSEPB;00052000875;RADIATEUR CAMPAVER ULTIME 2 VERT. NOIR 1000 W;CAMPA;1;1077,00;646,20;;;;;;
100548;SOCOLEC;GENIE CLIMATIQUE;CMUP13VSEPB;00052000876;RADIATEUR CAMPAVER ULTIME 2 VERT. NOIR 1250 W;CAMPA;1;1189,00;713,40;;;;;;
100549;SOCOLEC;GENIE CLIMATIQUE;CMUP15VSEPB;00052000877;RADIATEUR CAMPAVER ULTIME 2 VERT. NOIR 1500 W;CAMPA;1;1247,00;748,20;;;;;;
100550;SOCOLEC;GENIE CLIMATIQUE;CMUP20VSEPB;00052000878;RADIATEUR CAMPAVER ULTIME 2 VERT. NOIR 2000 W;CAMPA;1;1410,00;846,00;;;;;;
100551;SOCOLEC;GENIE CLIMATIQUE;JOB08HBCCB;00052000949;RADIATEUR JOBEL  750W HORIZ.;CAMPA;1;731,00;438,60;;;;;;
100552;SOCOLEC;GENIE CLIMATIQUE;JOBP10HBCCB;00052000950;RADIATEUR JOBEL 1000W HORIZ.;CAMPA;1;811,00;486,60;;;;;;
100553;SOCOLEC;GENIE CLIMATIQUE;JOBP13HBCCB;00052000951;RADIATEUR JOBEL 1250W HORIZ.;CAMPA;1;904,00;542,40;;;;;;
100554;SOCOLEC;GENIE CLIMATIQUE;JOBP15HBCCB;00052000952;RADIATEUR JOBEL 1500W HORIZ.;CAMPA;1;929,00;557,40;;;;;;
100555;SOCOLEC;GENIE CLIMATIQUE;JOBP20HBCCB;00052000953;RADIATEUR JOBEL 2000W HORIZ.;CAMPA;1;1034,00;620,40;;;;;;
100556;SOCOLEC;GENIE CLIMATIQUE;RAVP08HBCCB;00052000954;RADIATEUR RAVIL  750W HORIZ.;CAMPA;1;550,00;330,00;;;;;;
100557;SOCOLEC;GENIE CLIMATIQUE;RAVP10HBCCB;00052000955;RADIATEUR RAVIL 1000W HORIZ.;CAMPA;1;610,00;366,00;;;;;;
100558;SOCOLEC;GENIE CLIMATIQUE;RAVP13HBCCB;00052000956;RADIATEUR RAVIL 1250W HORIZ.;CAMPA;1;675,00;405,00;;;;;;
100559;SOCOLEC;GENIE CLIMATIQUE;RAVP15HBCCB;00052000957;RADIATEUR RAVIL 1500W HORIZ.;CAMPA;1;723,00;433,80;;;;;;
100560;SOCOLEC;GENIE CLIMATIQUE;RAVP20HBCCB;00052000958;RADIATEUR RAVIL 2000W HORIZ.;CAMPA;1;849,00;509,40;;;;;;
100561;SOCOLEC;GENIE CLIMATIQUE;JOEP08VBCCB;00052000960;RADIATEUR JOBEL  750W VERT. ETROIT;CAMPA;1;773,00;463,80;;;;;;
100562;SOCOLEC;GENIE CLIMATIQUE;JOEP10VBCCB;00052000961;RADIATEUR JOBEL 1000W VERT. ETROIT;CAMPA;1;854,00;512,40;;;;;;
100563;SOCOLEC;GENIE CLIMATIQUE;JOEP15VBCCB;00052000962;RADIATEUR JOBEL 1500W VERT. ETROIT;CAMPA;1;977,00;586,20;;;;;;
100564;SOCOLEC;GENIE CLIMATIQUE;RAEP08VBCCB;00052000966;RADIATEUR RAVIL  750W VERT. ETROIT;CAMPA;1;593,00;355,80;;;;;;
100565;SOCOLEC;GENIE CLIMATIQUE;RAEP10VBCCB;00052000967;RADIATEUR RAVIL 1000W VERT. ETROIT;CAMPA;1;645,00;387,00;;;;;;
100566;SOCOLEC;GENIE CLIMATIQUE;RAEP15VBCCB;00052000968;RADIATEUR RAVIL 1500W VERT. ETROIT;CAMPA;1;771,00;462,60;;;;;;
100567;SOCOLEC;GENIE CLIMATIQUE;CVV 10 SEPB;00052001035;RADIATEUR SECHE-SERVIETTES  CAMPAVER  1000W NOIR ASTRAKAN RAYONNANT ET SOUFFLANT;CAMPA;1;903,00;541,80;;;;;;
100568;SOCOLEC;APPAREILLAGE;309194;00040309194;CONNECTEUR 1 FIL SOUPLE 1 FIL RIGIDE  BOITE DE 100;CAPRI;1;19,33;9,67;;;;;;
100569;SOCOLEC;APPAREILLAGE;309195;00040309195;CONNECTEUR 1 FIL SOUPLE 2 FIL RIGIDE  BOITE DE 100;CAPRI;1;22,08;11,04;;;;;;
100570;SOCOLEC;APPAREILLAGE;309284;00040309284;CONNECTEUR 2 ENTREES ROUGE  BOITE DE 100;CAPRI;1;10,99;5,49;;;;;;
100571;SOCOLEC;APPAREILLAGE;309285;00040309285;CONNECTEUR 3 ENTREES ORANGE  BOITE DE 100;CAPRI;1;13,79;6,89;;;;;;
100572;SOCOLEC;APPAREILLAGE;309286;00040309286;CONNECTEUR 4 ENTREES JAUNE  BOITE DE 100;CAPRI;1;16,83;8,41;;;;;;
100573;SOCOLEC;APPAREILLAGE;309287;00040309287;CONNECTEUR 5 ENTREES  BOITE DE 50;CAPRI;1;14,50;7,25;;;;;;
100574;SOCOLEC;APPAREILLAGE;309289;00040309289;CONNECTEUR 8 ENTREES  BOITE DE 50;CAPRI;1;24,88;12,44;;;;;;
100575;SOCOLEC;APPAREILLAGE;495889;00040495889;BOITE PAVILLONNAIRE 280X 270X HAUTEUR 105 46 ENTRÉE DE TUBES;CAPRI;1;13,00;6,50;;;;;;
100576;SOCOLEC;APPAREILLAGE;599990;00040599990;LUBRIFIANT CAPRIGEL FLACON DE 1L;CAPRI;1;13,00;6,50;;;;;;
100577;SOCOLEC;APPAREILLAGE;710999;00040710999;BOITE D'ENCASTREMENT A SCELLER Ø64 PROF.38 POUR APPAREILLAGE VIS OU GRIFFES  CAPRIBOX J12 A VIS;CAPRI;1;0,63;0,32;;;;;;
100578;SOCOLEC;APPAREILLAGE;715000;00040715000;DOUILLE DCL + FICHE DCL;CAPRI;1;2,50;1,25;;;;;;
100579;SOCOLEC;APPAREILLAGE;715819;00040715819;BOITE D'APPLIQUE CLOISON SECHE Ø67 PROF.40 + FICHE DCL;CAPRI;1;9,36;4,68;;;;;;
100580;SOCOLEC;APPAREILLAGE;715859;00040715859;BOITE POINT DE CENTRE CLOISON SECHE Ø67 PROF.55 + COUVERCLE , PITON ET DOUILLE DCL;CAPRI;1;9,39;4,70;;;;;;
100581;SOCOLEC;APPAREILLAGE;715879;00040715879;BOITE D'APPLIQUE CLOISON SECHE OVALE PROF.40 + COUVERCLE  RECOUVRANT ET DOUILLE DCL MINICLIPS;CAPRI;1;10,51;5,26;;;;;;
100582;SOCOLEC;APPAREILLAGE;735859;00040735859;BOITE POINT DE CENTRE CLOISON SECHE Ø67 PROF.55 + COUVERCLE ET PITON CAPRICLIPS;CAPRI;1;6,30;3,15;;;;;;
100583;SOCOLEC;APPAREILLAGE;735889;00040735889;BOITE D'APPLIQUE CLOISON SECHE OVALE PROF.40 + COUVERCLE RECOUVRANT MINICLIPS;CAPRI;1;6,41;3,21;;;;;;
100584;SOCOLEC;APPAREILLAGE;736819;00040736819;BOITE D'ENCASTREMENT CLOISON SECHE RONDE Ø67 PROF.40   LES 50 PIECES CAPRICLIPS;CAPRI;1;0,63;0,32;;;;;;
100585;SOCOLEC;APPAREILLAGE;736839;00040736839;BOITE D'ENCASTREMENT CLOISON SECHE DOUBLE ENTRAXE 57 MM CAPRICLIPS;CAPRI;1;2,59;1,29;;;;;;
100586;SOCOLEC;APPAREILLAGE;736849;00040736849;BOITE D'ENCASTREMENT CLOISON SECHE DOUBLE ENTRAXE 71 MM CAPRICLIPS;CAPRI;1;3,63;1,82;;;;;;
100587;SOCOLEC;APPAREILLAGE;736939;00040736939;BOITE D'ENCASTREMENT CLOISON SECHE TRIPLE ENTRAXE 57 MM CAPRICLIPS;CAPRI;1;3,93;1,97;;;;;;
100588;SOCOLEC;APPAREILLAGE;736949;00040736949;BOITE D'ENCASTREMENT CLOISON SECHE TRIPLE ENTRAXE 71 MM CAPRICLIPS;CAPRI;1;5,37;2,68;;;;;;
100589;SOCOLEC;APPAREILLAGE;736999;00040736999;BOITE D'ENCASTREMENT CLOISON SECHE LOT DE 300 BOITES CAPRICLIPS 736819 + SCIE CLOCHE;CAPRI;1;178,00;89,00;;;;;;
100590;SOCOLEC;APPAREILLAGE;737140;00040737140;BOITE D'ENCASTREMENT A SCELLER PROF.40 POUR APPAREILLAGE A VIS OU GRIFFES + COUVERCLE CAPRIBOX;CAPRI;1;1,02;0,51;;;;;;
100591;SOCOLEC;SECURITE COMMUNICATION;003033;00038003033;GACHE STANDARD ENCASTRE GSDE;COFREL - BTICINO;1;445,65;26,74;;;;;;
100592;SOCOLEC;SECURITE COMMUNICATION;003036;00038003036;GACHE STANDARD APPLIQUE;COFREL - BTICINO;1;938,33;56,30;;;;;;
100593;SOCOLEC;SECURITE COMMUNICATION;363011;00038363011;KIT PORTIER AUDIO 2 FILS SPRINT;COFREL - BTICINO;1;1230,85;73,85;;;;;;
100594;SOCOLEC;SECURITE COMMUNICATION;363211;00038363211;KIT PORTIER AUDIO 2000 5 FILS SAILLIE ECO 1BP;COFREL - BTICINO;1;1365,61;81,94;;;;;;
100595;SOCOLEC;SECURITE COMMUNICATION;367211;00038367211;KIT PORTIER AUDIO SFERA  BUS 2 FILS  ENCASTRE 1BP;COFREL - BTICINO;1;3670,75;220,24;;;;;;
100596;SOCOLEC;SECURITE COMMUNICATION;367221;00038367221;KIT PORTIER AUDIO SFERA  BUS 2 FILS  ENCASTRE 2BP;COFREL - BTICINO;1;4867,78;292,07;;;;;;
100597;SOCOLEC;SECURITE COMMUNICATION;367511;00038367511;KIT PORTIER VIDEO COULEUR 2 FILS  L2000;COFREL - BTICINO;1;10182,07;610,92;;;;;;
100598;SOCOLEC;SECURITE COMMUNICATION;367631;00038367631;KIT PORTIER VIDEO 2 FILS SAILLIE N ET B SWING;COFREL - BTICINO;1;9231,72;553,90;;;;;;
100599;SOCOLEC;SECURITE COMMUNICATION;367711;00038367711;KIT PORTIER VIDEO COULEUR  2 FILS A ENCASTRER1BP  MAINS LIBRES EXTRA LARGE;COFREL - BTICINO;1;13411,46;804,69;;;;;;
100600;SOCOLEC;SECURITE COMMUNICATION;367811;00038367811;KIT PORTIER VIDEO COULEUR  2 FILS SAILLIE 1BP  MAINS LIBRES EXTRA LARGE;COFREL - BTICINO;1;12191,08;731,46;;;;;;
100601;SOCOLEC;CONDUITS; 34 033 924,00   ;00062050154;GAINE TPC ROUGE  ANNELEE LISSE INT. Ø50  LE ML;COURANT ;1;13,33;0,80;;;;;;
100602;SOCOLEC;CONDUITS; 32 034 724,00   ;00062050119;GAINE TPC ROUGE  ANNELEE LISSE INT. Ø75  LE ML;COURANT ;1;22,50;1,35;;;;;;
100603;SOCOLEC;CONDUITS; 32 035 124,00   ;00062050120;GAINE TPC ROUGE  ANNELEE LISSE INT. Ø90  LE ML;COURANT ;1;25,50;1,53;;;;;;
100604;SOCOLEC;CONDUITS;140B0021;00068001450;CABLE CHAUFFANT KIT INFRACABLE IPS 1450 W SANS THERM. TAI;DELEAGE ;1;631,89;315,95;;;;;;
100605;SOCOLEC;CONDUITS;140B0022;00068001650;CABLE CHAUFFANT KIT INFRACABLE IPS 1650 W SANS THERM.  TAI;DELEAGE ;1;677,34;338,67;;;;;;
100606;SOCOLEC;CONDUITS;140B0023;00068001800;CABLE CHAUFFANT KIT INFRACABLE IPS 1800 W SANS THERM.  TAI;DELEAGE ;1;804,05;402,03;;;;;;
100607;SOCOLEC;CONDUITS;140B0024;00068002000;CABLE CHAUFFANT KIT INFRACABLE IPS 2000 W SANS THERM.  TAI;DELEAGE ;1;840,71;420,36;;;;;;
100608;SOCOLEC;CONDUITS;140B0025;00068002200;CABLE CHAUFFANT KIT INFRACABLE IPS 2200 W SANS THERM.  TAI;DELEAGE ;1;887,43;443,72;;;;;;
100609;SOCOLEC;CONDUITS;140B0026;00068002400;CABLE CHAUFFANT KIT INFRACABLE IPS 2400 W SANS THERM.  TAI;DELEAGE ;1;927,82;463,91;;;;;;
100610;SOCOLEC;CONDUITS;140B0014;00068042300;CABLE CHAUFFANT KIT INFRACABLE IPS 0150 W SANS THERM. TAI;DELEAGE ;1;224,37;112,19;;;;;;
100611;SOCOLEC;CONDUITS;140B0015;00068042350;CABLE CHAUFFANT KIT INFRACABLE IPS 0300 W SANS THERM. TAI;DELEAGE ;1;257,58;128,79;;;;;;
100612;SOCOLEC;CONDUITS;140B0016;00068042360;CABLE CHAUFFANT KIT INFRACABLE IPS 0450 W SANS THERM. TAI;DELEAGE ;1;288,21;144,11;;;;;;
100613;SOCOLEC;CONDUITS;140B0017;00068042400;CABLE CHAUFFANT KIT INFRACABLE IPS 0550 W SANS THERM. TAI;DELEAGE ;1;379,74;189,87;;;;;;
100614;SOCOLEC;CONDUITS;140B0018;00068042450;CABLE CHAUFFANT KIT INFRACABLE IPS 0750 W SANS THERM. TAI;DELEAGE ;1;392,32;196,16;;;;;;
100615;SOCOLEC;CONDUITS;140B0019;00068042500;CABLE CHAUFFANT KIT INFRACABLE IPS 0950 W SANS THERM. TAI;DELEAGE ;1;495,84;247,92;;;;;;
100616;SOCOLEC;CONDUITS;140B0020;00068042550;CABLE CHAUFFANT KIT INFRACABLE IPS 1150 W SANS THERM. TAI;DELEAGE ;1;567,66;283,83;;;;;;
100617;SOCOLEC;CONDUITS;140B0027;00068050000;CABLE CHAUFFANT KIT THERMOBAIN IB 2LF 150W AVEC TH & SONDE D 230V;DELEAGE ;1;314,69;157,35;;;;;;
100618;SOCOLEC;CONDUITS;140B0493;00068080027;THERMOSTAT SEMI ENCASTRE  6 ORDRES  TAI61;DELEAGE ;1;48,44;29,06;;;;;;
100619;SOCOLEC;CONDUITS;140B0494;00068080028;THERMOSTAT SEMI ENCASTRE 6 ORDRES  DIGITAL TAI 62;DELEAGE ;1;52,36;31,42;;;;;;
100620;SOCOLEC;CONDUITS;140F1030;00068080029;THERMOSTAT SEMI ENCASTRE AVEC SONDE DE DALLE DEVIREG 530;DELEAGE ;1;90,32;54,19;;;;;;
100621;SOCOLEC;CONDUITS;140B0556;00068324110;CABLE CHAUFFANT CONFORTMAT STE  131 W SANS THERMOSTAT;DELEAGE ;1;271,83;149,51;;;;;;
100622;SOCOLEC;CONDUITS;140B0557;00068324120;CABLE CHAUFFANT CONFORTMAT STE  206 W SANS THERMOSTAT;DELEAGE ;1;309,36;170,15;;;;;;
100623;SOCOLEC;CONDUITS;140B0558;00068324130;CABLE CHAUFFANT CONFORTMAT STE  275 W SANS THERMOSTAT;DELEAGE ;1;349,54;192,25;;;;;;
100624;SOCOLEC;CONDUITS;140B0559;00068324140;CABLE CHAUFFANT CONFORTMAT STE  337 W SANS THERMOSTAT;DELEAGE ;1;363,54;199,95;;;;;;
100625;SOCOLEC;CONDUITS;140B0560;00068324150;CABLE CHAUFFANT CONFORTMAT STE  400 W SANS THERMOSTAT;DELEAGE ;1;420,44;231,24;;;;;;
100626;SOCOLEC;CONDUITS;140B0561;00068324160;CABLE CHAUFFANT CONFORTMAT STE  444 W SANS THERMOSTAT;DELEAGE ;1;440,17;242,09;;;;;;
100627;SOCOLEC;CONDUITS;140B0562;00068324170;CABLE CHAUFFANT CONFORTMAT STE  475 W SANS THERMOSTAT;DELEAGE ;1;475,64;261,60;;;;;;
100628;SOCOLEC;CONDUITS;140B0563;00068324180;CABLE CHAUFFANT CONFORTMAT STE  535 W SANS THERMOSTAT;DELEAGE ;1;527,20;289,96;;;;;;
100629;SOCOLEC;CONDUITS;140B0564;00068324190;CABLE CHAUFFANT CONFORTMAT STE  660 W SANS THERMOSTAT;DELEAGE ;1;634,35;348,89;;;;;;
100630;SOCOLEC;CONDUITS;140B0565;00068324200;CABLE CHAUFFANT CONFORTMAT STE  770 W SANS THERMOSTAT;DELEAGE ;1;720,92;396,51;;;;;;
100631;SOCOLEC;CONDUITS;140B0566;00068324210;CABLE CHAUFFANT CONFORTMAT STE  880 W SANS THERMOSTAT;DELEAGE ;1;819,10;450,51;;;;;;
100632;SOCOLEC;CONDUITS;140B0567;00068324220;CABLE CHAUFFANT CONFORTMAT STE  985 W SANS THERMOSTAT;DELEAGE ;1;883,71;486,04;;;;;;
100633;SOCOLEC;CONDUITS;140B0568;00068324230;CABLE CHAUFFANT CONFORTMAT STE  1075 W SANS THERMOSTAT;DELEAGE ;1;935,38;514,46;;;;;;
100634;SOCOLEC;CONDUITS;140B0569;00068324240;CABLE CHAUFFANT CONFORTMAT STE  1250 W SANS THERMOSTAT;DELEAGE ;1;1004,87;552,68;;;;;;
100635;SOCOLEC;CONDUITS;83030175;00068410044;CABLE CHAUFFANT DEVIMAT PRE    60 W SANS THERMOSTAT;DELEAGE ;1;159,81;87,90;;;;;;
100636;SOCOLEC;CONDUITS;83030177;00068410045;CABLE CHAUFFANT DEVIMAT PRE   110 W SANS THERMOSTAT;DELEAGE ;1;192,99;106,14;;;;;;
100637;SOCOLEC;CONDUITS;83030179;00068410046;CABLE CHAUFFANT DEVIMAT PRE   170 W SANS THERMOSTAT;DELEAGE ;1;226,10;124,36;;;;;;
100638;SOCOLEC;CONDUITS;83030180;00068410047;CABLE CHAUFFANT DEVIMAT PRE   230 W SANS THERMOSTAT;DELEAGE ;1;259,30;142,62;;;;;;
100639;SOCOLEC;CONDUITS;83030182;00068410048;CABLE CHAUFFANT DEVIMAT PRE   280 W SANS THERMOSTAT;DELEAGE ;1;288,74;158,81;;;;;;
100640;SOCOLEC;CONDUITS;83030184;00068410049;CABLE CHAUFFANT DEVIMAT PRE   340 W SANS THERMOSTAT;DELEAGE ;1;321,93;177,06;;;;;;
100641;SOCOLEC;CONDUITS;83030186;00068410050;CABLE CHAUFFANT DEVIMAT PRE   400 W SANS THERMOSTAT;DELEAGE ;1;355,04;195,27;;;;;;
100642;SOCOLEC;CONDUITS;83030187;00068410051;CABLE CHAUFFANT DEVIMAT PRE   450 W SANS THERMOSTAT;DELEAGE ;1;388,19;213,50;;;;;;
100643;SOCOLEC;CONDUITS;83030188;00068410052;CABLE CHAUFFANT DEVIMAT PRE   550 W SANS THERMOSTAT;DELEAGE ;1;447,16;245,94;;;;;;
100644;SOCOLEC;CONDUITS;83030191;00068410053;CABLE CHAUFFANT DEVIMAT PRE   650 W SANS THERMOSTAT;DELEAGE ;1;498,73;274,30;;;;;;
100645;SOCOLEC;CONDUITS;83030193;00068410054;CABLE CHAUFFANT DEVIMAT PRE   750 W SANS THERMOSTAT;DELEAGE ;1;553,97;304,68;;;;;;
100646;SOCOLEC;CONDUITS;83030195;00068410055;CABLE CHAUFFANT DEVIMAT PRE   830 W SANS THERMOSTAT;DELEAGE ;1;609,19;335,05;;;;;;
