_ID;FOURNISSEUR;FAMILLE  ;REFERENCE;DESIGNATION;MARQUE;PRIX_AU;PRIX_BASE;PRIX_NET
800020;raccords services;RACCORDS;5002010;COURBE 90° F/F 2ACU GR D 10 ;FRA.BO ;un; 2,64 € ; 1,32 € 
800021;raccords services;RACCORDS;AR-C13012      ;COURBE 90° F/F 2ACU GR D 12 ;ARCO ;un; 0,80 € ; 0,40 € 
800022;raccords services;RACCORDS;AR-C13014      ;COURBE 90° F/F 2ACU GR D 14 ;ARCO ;un; 0,98 € ; 0,49 € 
800023;raccords services;RACCORDS;AR-C13016      ;COURBE 90° F/F 2ACU GR D 16 ;ARCO ;un; 1,48 € ; 0,74 € 
800024;raccords services;RACCORDS;AR-C13018      ;COURBE 90° F/F 2ACU GR D 18 ;ARCO ;un; 0,90 € ; 0,45 € 
800025;raccords services;RACCORDS;5002022;COURBE 90° F/F 2ACU GR D 22 ;FRA.BO ;un; 1,50 € ; 0,75 € 
800026;raccords services;RACCORDS;5002028;COURBE 90° F/F 2ACU GR D 28 ;FRA.BO ;un; 2,82 € ; 1,41 € 
800027;raccords services;RACCORDS;AR-C13035      ;COURBE 90° F/F 2ACU GR D 35 ;ARCO ;un; 12,54 € ; 6,27 € 
800028;raccords services;RACCORDS;AR-C13042      ;COURBE 90° F/F 2ACU GR D 42 ;ARCO ;un; 15,80 € ; 7,90 € 
800029;raccords services;RACCORDS;AR-C13054      ;COURBE 90° F/F 2ACU GR D 54 ;ARCO ;un; 39,04 € ; 19,52 € 
800030;raccords services;RACCORDS;AR-C12010      ;COURBE 90° M/F 1ACU GR D 10 ;ARCO ;un; 5,38 € ; 2,69 € 
800031;raccords services;RACCORDS;5001014;COURBE 90° M/F 1ACU GR D 14 ;FRA.BO ;un; 1,36 € ; 0,68 € 
800032;raccords services;RACCORDS;5001016;COURBE 90° M/F 1ACU GR D 16 ;FRA.BO ;un; 1,40 € ; 0,70 € 
800033;raccords services;RACCORDS;5001018;COURBE 90° M/F 1ACU GR D 18 ;FRA.BO ;un; 1,56 € ; 0,78 € 
800034;raccords services;RACCORDS;AR-C12022      ;COURBE 90° M/F 1ACU GR D 22 ;ARCO ;un; 2,16 € ; 1,08 € 
800035;raccords services;RACCORDS;AR-C12028      ;COURBE 90° M/F 1ACU GR D 28 ;ARCO ;un; 8,42 € ; 4,21 € 
800036;raccords services;RACCORDS;AR-C12035      ;COURBE 90° M/F 1ACU GR D 35 ;ARCO ;un; 17,36 € ; 8,68 € 
800037;raccords services;RACCORDS;AR-C12042      ;COURBE 90° M/F 1ACU GR D 42 ;ARCO ;un; 17,10 € ; 8,55 € 
800038;raccords services;RACCORDS;AR-C12054      ;COURBE 90° M/F 1ACU GR D 54 ;ARCO ;un; 55,58 € ; 27,79 € 
800039;raccords services;RACCORDS;AR-C15010      ;COUDE 45° F/F 41CU D 10 ;ARCO ;un; 6,20 € ; 3,10 € 
800040;raccords services;RACCORDS;AR-C15012      ;COUDE 45° F/F 41CU D 12 ;ARCO ;un; 3,80 € ; 1,90 € 
800041;raccords services;RACCORDS;5041014;COUDE 45° F/F 41CU D 14 ;FRA.BO ;un; 1,66 € ; 0,83 € 
800042;raccords services;RACCORDS;5041016;COUDE 45° F/F 41CU D 16 ;FRA.BO ;un; 1,70 € ; 0,85 € 
800043;raccords services;RACCORDS;5041018;COUDE 45° F/F 41CU D 18 ;FRA.BO ;un; 2,02 € ; 1,01 € 
800044;raccords services;RACCORDS;5041022;COUDE 45° F/F 41CU D 22 ;FRA.BO ;un; 2,42 € ; 1,21 € 
800045;raccords services;RACCORDS;5041028;COUDE 45° F/F 41CU D 28 ;FRA.BO ;un; 4,22 € ; 2,11 € 
800046;raccords services;RACCORDS;AR-C15035      ;COUDE 45° F/F 41CU D 35 ;ARCO ;un; 13,30 € ; 6,65 € 
800047;raccords services;RACCORDS;AR-C15042      ;COUDE 45° F/F 41CU D 42 ;ARCO ;un; 10,26 € ; 5,13 € 
800048;raccords services;RACCORDS;5041054;COUDE 45° F/F 41CU D 54 ;FRA.BO ;un; 24,74 € ; 12,37 € 
800049;raccords services;RACCORDS;AR-C14010      ;COUDE 45° M/F 40CU D 10 ;ARCO ;un; 7,32 € ; 3,66 € 
800050;raccords services;RACCORDS;5040012;COUDE 45° M/F 40CU D 12 ;FRA.BO ;un; 3,28 € ; 1,64 € 
800051;raccords services;RACCORDS;AR-C14014      ;COUDE 45° M/F 40CU D 14 ;ARCO ;un; 1,62 € ; 0,81 € 
800052;raccords services;RACCORDS;AR-C14016      ;COUDE 45° M/F 40CU D 16 ;ARCO ;un; 2,08 € ; 1,04 € 
800053;raccords services;RACCORDS;AR-C14018      ;COUDE 45° M/F 40CU D 18 ;ARCO ;un; 2,14 € ; 1,07 € 
800054;raccords services;RACCORDS;AR-C14022      ;COUDE 45° M/F 40CU D 22 ;ARCO ;un; 1,88 € ; 0,94 € 
800055;raccords services;RACCORDS;5040028;COUDE 45° M/F 40CU D 28 ;FRA.BO ;un; 4,54 € ; 2,27 € 
800056;raccords services;RACCORDS;AR-C14035      ;COUDE 45° M/F 40CU D 35 ;ARCO ;un; 11,32 € ; 5,66 € 
800057;raccords services;RACCORDS;AR-C14042      ;COUDE 45° M/F 40CU D 42 ;ARCO ;un; 9,98 € ; 4,99 € 
800058;raccords services;RACCORDS;5040054;COUDE 45° M/F 40CU D 54 ;FRA.BO ;un; 35,38 € ; 17,69 € 
800059;raccords services;RACCORDS;5270010;MANCHON F/F 270CU D 10;FRA.BO ;un; 0,60 € ; 0,30 € 
800060;raccords services;RACCORDS;AR-C27012      ;MANCHON F/F 270CU D 12;ARCO ;un; 0,38 € ; 0,19 € 
800061;raccords services;RACCORDS;AR-C27014      ;MANCHON F/F 270CU D 14;ARCO ;un; 0,40 € ; 0,20 € 
800062;raccords services;RACCORDS;AR-C27016      ;MANCHON F/F 270CU D 16;ARCO ;un; 0,36 € ; 0,18 € 
800063;raccords services;RACCORDS;5270018;MANCHON F/F 270CU D 18;FRA.BO ;un; 0,40 € ; 0,20 € 
800064;raccords services;RACCORDS;AR-C27022      ;MANCHON F/F 270CU D 22;ARCO ;un; 0,68 € ; 0,34 € 
800065;raccords services;RACCORDS;AR-C27028      ;MANCHON F/F 270CU D 28;ARCO ;un; 2,22 € ; 1,11 € 
800066;raccords services;RACCORDS;5270035;MANCHON F/F 270CU D 35;FRA.BO ;un; 5,90 € ; 2,95 € 
800067;raccords services;RACCORDS;AR-C27042      ;MANCHON F/F 270CU D 42;ARCO ;un; 8,38 € ; 4,19 € 
800068;raccords services;RACCORDS;5270054;MANCHON F/F 270CU D 54;FRA.BO ;un; 14,04 € ; 7,02 € 
800069;raccords services;RACCORDS;AR-C22010      ;TE A SOUDER 130CU D 10;ARCO ;un; 4,80 € ; 2,40 € 
800070;raccords services;RACCORDS;AR-C22012      ;TE A SOUDER 130CU D 12;ARCO ;un; 1,34 € ; 0,67 € 
800071;raccords services;RACCORDS;AR-C22014      ;TE A SOUDER 130CU D 14;ARCO ;un; 1,20 € ; 0,60 € 
800072;raccords services;RACCORDS;AR-C22016      ;TE A SOUDER 130CU D 16;ARCO ;un; 1,52 € ; 0,76 € 
800073;raccords services;RACCORDS;AR-C22018      ;TE A SOUDER 130CU D 18;ARCO ;un; 1,78 € ; 0,89 € 
800074;raccords services;RACCORDS;AR-C22022      ;TE A SOUDER 130CU D 22;ARCO ;un; 3,02 € ; 1,51 € 
800075;raccords services;RACCORDS;AR-C22028      ;TE A SOUDER 130CU D 28;ARCO ;un; 6,50 € ; 3,25 € 
800076;raccords services;RACCORDS;AR-C22035      ;TE A SOUDER 130CU D 35;ARCO ;un; 19,76 € ; 9,88 € 
800077;raccords services;RACCORDS;5130042;TE A SOUDER 130CU D 42;FRA.BO ;un; 52,76 € ; 26,38 € 
800078;raccords services;RACCORDS;5130054;TE A SOUDER 130CU D 54;FRA.BO ;un; 62,44 € ; 31,22 € 
800079;raccords services;RACCORDS;AR-C24003      ;MANCHON REDUIT F/F 240CU D 12/10;ARCO ;un; 3,76 € ; 1,88 € 
800080;raccords services;RACCORDS;524001410;MANCHON REDUIT F/F 240CU D 14/10;FRA.BO ;un; 2,12 € ; 1,06 € 
800081;raccords services;RACCORDS;AR-C24005      ;MANCHON REDUIT F/F 240CU D 14/12;ARCO ;un; 1,36 € ; 0,68 € 
800082;raccords services;RACCORDS;AR-C24008      ;MANCHON REDUIT F/F 240CU D 16/14;ARCO ;un; 1,20 € ; 0,60 € 
800083;raccords services;RACCORDS;524001814;MANCHON REDUIT F/F 240CU D 18/14;FRA.BO ;un; 2,78 € ; 1,39 € 
800084;raccords services;RACCORDS;AR-C24013      ;MANCHON REDUIT F/F 240CU D 18/16;ARCO ;un; 2,92 € ; 1,46 € 
800085;raccords services;RACCORDS;AR-C24015      ;MANCHON REDUIT F/F 240CU D 22/14;ARCO ;un; 4,02 € ; 2,01 € 
800086;raccords services;RACCORDS;AR-C24017      ;MANCHON REDUIT F/F 240CU D 22/16;ARCO ;un; 3,08 € ; 1,54 € 
800087;raccords services;RACCORDS;524002218;MANCHON REDUIT F/F 240CU D 22/18;FRA.BO ;un; 3,00 € ; 1,50 € 
800088;raccords services;RACCORDS;524002822;MANCHON REDUIT F/F 240CU D 28/22;FRA.BO ;un; 3,20 € ; 1,60 € 
800089;raccords services;RACCORDS;AR-C25002      ;MANCHON REDUIT M/F 243CU D 12/10;ARCO ;un; 3,14 € ; 1,57 € 
800090;raccords services;RACCORDS;AR-C25003      ;MANCHON REDUIT M/F 243CU D 14/10;ARCO ;un; 2,20 € ; 1,10 € 
800091;raccords services;RACCORDS;AR-C25004      ;MANCHON REDUIT M/F 243CU D 14/12;ARCO ;un; 1,44 € ; 0,72 € 
800092;raccords services;RACCORDS;AR-C25008      ;MANCHON REDUIT M/F 243CU D 16/12;ARCO ;un; 1,94 € ; 0,97 € 
800093;raccords services;RACCORDS;524301614;MANCHON REDUIT M/F 243CU D 16/14;FRA.BO ;un; 0,90 € ; 0,45 € 
800094;raccords services;RACCORDS;AR-C25011      ;MANCHON REDUIT M/F 243CU D 18/12;ARCO ;un; 3,56 € ; 1,78 € 
800095;raccords services;RACCORDS;524301814;MANCHON REDUIT M/F 243CU D 18/14;FRA.BO ;un; 2,20 € ; 1,10 € 
800096;raccords services;RACCORDS;524301816;MANCHON REDUIT M/F 243CU D 18/16;FRA.BO ;un; 2,42 € ; 1,21 € 
800097;raccords services;RACCORDS;524302214;MANCHON REDUIT M/F 243CU D 22/14;FRA.BO ;un; 2,80 € ; 1,40 € 
800098;raccords services;RACCORDS;AR-C25018      ;MANCHON REDUIT M/F 243CU D 22/16;ARCO ;un; 2,12 € ; 1,06 € 
800099;raccords services;RACCORDS;524302218;MANCHON REDUIT M/F 243CU D 22/18;FRA.BO ;un; 1,66 € ; 0,83 € 
800100;raccords services;RACCORDS;AR-C25021      ;MANCHON REDUIT M/F 243CU D 28/14;ARCO ;un; 11,06 € ; 5,53 € 
800101;raccords services;RACCORDS;AR-C25023      ;MANCHON REDUIT M/F 243CU D 28/16;ARCO ;un; 11,36 € ; 5,68 € 
800102;raccords services;RACCORDS;524302818;MANCHON REDUIT M/F 243CU D 28/18;FRA.BO ;un; 10,18 € ; 5,09 € 
800103;raccords services;RACCORDS;AR-C25025      ;MANCHON REDUIT M/F 243CU D 28/22;ARCO ;un; 2,46 € ; 1,23 € 
800104;raccords services;RACCORDS;524303528;MANCHON REDUIT M/F 243CU D 35/28;FRA.BO ;un; 7,70 € ; 3,85 € 
800105;raccords services;RACCORDS;524304235;MANCHON REDUIT M/F 243CU D 42/35;FRA.BO ;un; 6,82 € ; 3,41 € 
800106;raccords services;RACCORDS;524305442;MANCHON REDUIT M/F 243CU D 54/42;FRA.BO ;un; 14,72 € ; 7,36 € 
800107;raccords services;RACCORDS;S9212          ;TE DROIT A PURGE LAITON 12;ANQUIER S.A;un; 2,66 € ; 1,33 € 
800108;raccords services;RACCORDS;S9214          ;TE DROIT A PURGE LAITON 14;ANQUIER S.A;un; 2,76 € ; 1,38 € 
800109;raccords services;RACCORDS;S9216          ;TE DROIT A PURGE LAITON 16;ANQUIER S.A;un; 3,10 € ; 1,55 € 
800110;raccords services;RACCORDS;S9218          ;TE DROIT A PURGE LAITON 18;ANQUIER S.A;un; 3,48 € ; 1,74 € 
800111;raccords services;RACCORDS;S9222          ;TE DROIT A PURGE LAITON 22;ANQUIER S.A;un; 3,66 € ; 1,83 € 
800112;raccords services;RACCORDS;S92B12         ;TE EQUERRE A PURGE LAITON 12;ANQUIER S.A;un; 3,44 € ; 1,72 € 
800113;raccords services;RACCORDS;S92B14         ;TE EQUERRE A PURGE LAITON 14;ANQUIER S.A;un; 3,44 € ; 1,72 € 
800114;raccords services;RACCORDS;S92B16         ;TE EQUERRE A PURGE LAITON 16;ANQUIER S.A;un; 3,86 € ; 1,93 € 
800115;raccords services;RACCORDS;AR-C23007      ;TE REDUIT 130CU 12/10/12;ARCO ;un; 9,80 € ; 4,90 € 
800116;raccords services;RACCORDS;AR-C23008      ;TE REDUIT 130CU 12/12/10;ARCO ;un; 9,68 € ; 4,84 € 
800117;raccords services;RACCORDS;AR-C23009      ;TE REDUIT 130CU 12/14/12;ARCO ;un; 3,66 € ; 1,83 € 
800118;raccords services;RACCORDS;5130R141012    ;TE REDUIT 130CU 14/10/12;FRA.BO ;un; 6,02 € ; 3,01 € 
800119;raccords services;RACCORDS;AR-C23013      ;TE REDUIT 130CU 14/10/14;ARCO ;un; 4,70 € ; 2,35 € 
800120;raccords services;RACCORDS;5130R141210    ;TE REDUIT 130CU 14/12/10;FRA.BO ;un; 4,02 € ; 2,01 € 
800121;raccords services;RACCORDS;AR-C23014      ;TE REDUIT 130CU 14/12/12;ARCO ;un; 2,96 € ; 1,48 € 
800122;raccords services;RACCORDS;AR-C23015      ;TE REDUIT 130CU 14/12/14;ARCO ;un; 2,08 € ; 1,04 € 
800123;raccords services;RACCORDS;5130R141412    ;TE REDUIT 130CU 14/14/12;FRA.BO ;un; 3,68 € ; 1,84 € 
800124;raccords services;RACCORDS;AR-C23019      ;TE REDUIT 130CU 14/16/14;ARCO ;un; 3,50 € ; 1,75 € 
800125;raccords services;RACCORDS;AR-C23021      ;TE REDUIT 130CU 14/18/14;ARCO ;un; 5,84 € ; 2,92 € 
800126;raccords services;RACCORDS;AR-C23034      ;TE REDUIT 130CU 16/12/12;ARCO ;un; 5,30 € ; 2,65 € 
800127;raccords services;RACCORDS;AR-C23035      ;TE REDUIT 130CU 16/12/14;ARCO ;un; 4,04 € ; 2,02 € 
800128;raccords services;RACCORDS;AR-C23036      ;TE REDUIT 130CU 16/12/16;ARCO ;un; 2,98 € ; 1,49 € 
800129;raccords services;RACCORDS;AR-C23037      ;TE REDUIT 130CU 16/14/12;ARCO ;un; 5,68 € ; 2,84 € 
800130;raccords services;RACCORDS;AR-C23038      ;TE REDUIT 130CU 16/14/14;ARCO ;un; 2,62 € ; 1,31 € 
800131;raccords services;RACCORDS;AR-C23039      ;TE REDUIT 130CU 16/14/16;ARCO ;un; 1,86 € ; 0,93 € 
800132;raccords services;RACCORDS;AR-C23041      ;TE REDUIT 130CU 16/16/12;ARCO ;un; 5,32 € ; 2,66 € 
800133;raccords services;RACCORDS;AR-C23042      ;TE REDUIT 130CU 16/16/14;ARCO ;un; 2,70 € ; 1,35 € 
800134;raccords services;RACCORDS;AR-C23043      ;TE REDUIT 130CU 16/18/14;ARCO ;un; 8,10 € ; 4,05 € 
800135;raccords services;RACCORDS;AR-C23044      ;TE REDUIT 130CU 16/18/16;ARCO ;un; 7,10 € ; 3,55 € 
800136;raccords services;RACCORDS;5130R181218    ;TE REDUIT 130CU 18/12/18;FRA.BO ;un; 6,80 € ; 3,40 € 
800137;raccords services;RACCORDS;5130R181412    ;TE REDUIT 130CU 18/14/12;FRA.BO ;un; 6,78 € ; 3,39 € 
800138;raccords services;RACCORDS;AR-C23052      ;TE REDUIT 130CU 18/14/14;ARCO ;un; 6,80 € ; 3,40 € 
800139;raccords services;RACCORDS;5130R181416    ;TE REDUIT 130CU 18/14/16;FRA.BO ;un; 4,68 € ; 2,34 € 
800140;raccords services;RACCORDS;AR-C23054      ;TE REDUIT 130CU 18/14/18;ARCO ;un; 2,64 € ; 1,32 € 
800141;raccords services;RACCORDS;AR-C23058      ;TE REDUIT 130CU 18/16/14;ARCO ;un; 4,82 € ; 2,41 € 
800142;raccords services;RACCORDS;AR-C23059      ;TE REDUIT 130CU 18/16/16;ARCO ;un; 7,10 € ; 3,55 € 
800143;raccords services;RACCORDS;AR-C23060      ;TE REDUIT 130CU 18/16/18;ARCO ;un; 4,76 € ; 2,38 € 
800144;raccords services;RACCORDS;5130R181814    ;TE REDUIT 130CU 18/18/14;FRA.BO ;un; 5,12 € ; 2,56 € 
800145;raccords services;RACCORDS;5130R181816    ;TE REDUIT 130CU 18/18/16;FRA.BO ;un; 5,06 € ; 2,53 € 
800146;raccords services;RACCORDS;AR-C23066      ;TE REDUIT 130CU 18/22/18;ARCO ;un; 12,96 € ; 6,48 € 
800147;raccords services;RACCORDS;AR-C23073      ;TE REDUIT 130CU 22/14/14;ARCO ;un; 11,26 € ; 5,63 € 
800148;raccords services;RACCORDS;AR-C23074      ;TE REDUIT 130CU 22/14/16;ARCO ;un; 11,02 € ; 5,51 € 
800149;raccords services;RACCORDS;5130R221418    ;TE REDUIT 130CU 22/14/18;FRA.BO ;un; 10,44 € ; 5,22 € 
800150;raccords services;RACCORDS;AR-C23076      ;TE REDUIT 130CU 22/14/22;ARCO ;un; 4,94 € ; 2,47 € 
800151;raccords services;RACCORDS;5130R221616    ;TE REDUIT 130CU 22/16/16;FRA.BO ;un; 11,58 € ; 5,79 € 
800152;raccords services;RACCORDS;5130R221618    ;TE REDUIT 130CU 22/16/18;FRA.BO ;un; 11,08 € ; 5,54 € 
800153;raccords services;RACCORDS;AR-C23084      ;TE REDUIT 130CU 22/16/22;ARCO ;un; 4,70 € ; 2,35 € 
800154;raccords services;RACCORDS;5130R221814    ;TE REDUIT 130CU 22/18/14;FRA.BO ;un; 9,24 € ; 4,62 € 
800155;raccords services;RACCORDS;5130R221816    ;TE REDUIT 130CU 22/18/16;FRA.BO ;un; 10,86 € ; 5,43 € 
800156;raccords services;RACCORDS;5130R221818    ;TE REDUIT 130CU 22/18/18;FRA.BO ;un; 10,56 € ; 5,28 € 
800157;raccords services;RACCORDS;5130R221822    ;TE REDUIT 130CU 22/18/22;FRA.BO ;un; 6,46 € ; 3,23 € 
800158;raccords services;RACCORDS;5130R222214    ;TE REDUIT 130CU 22/22/14;FRA.BO ;un; 12,14 € ; 6,07 € 
800159;raccords services;RACCORDS;AR-C23093      ;TE REDUIT 130CU 22/22/16;ARCO ;un; 11,84 € ; 5,92 € 
800160;raccords services;RACCORDS;5130R222218    ;TE REDUIT 130CU 22/22/18;FRA.BO ;un; 12,74 € ; 6,37 € 
800161;raccords services;RACCORDS;AR-C23095      ;TE REDUIT 130CU 22/28/22;ARCO ;un; 23,90 € ; 11,95 € 
800162;raccords services;RACCORDS;AR-C23103      ;TE REDUIT 130CU 28/16/16;ARCO ;un; 12,12 € ; 6,06 € 
800163;raccords services;RACCORDS;AR-C23105      ;TE REDUIT 130CU 28/16/22;ARCO ;un; 19,62 € ; 9,81 € 
800164;raccords services;RACCORDS;AR-C23106      ;TE REDUIT 130CU 28/16/28;ARCO ;un; 15,74 € ; 7,87 € 
800165;raccords services;RACCORDS;AR-C23109      ;TE REDUIT 130CU 28/18/22;ARCO ;un; 22,20 € ; 11,10 € 
800166;raccords services;RACCORDS;5130R281828    ;TE REDUIT 130CU 28/18/28;FRA.BO ;un; 17,40 € ; 8,70 € 
800167;raccords services;RACCORDS;5130R282216    ;TE REDUIT 130CU 28/22/16;FRA.BO ;un; 21,98 € ; 10,99 € 
800168;raccords services;RACCORDS;AR-C23112      ;TE REDUIT 130CU 28/22/18;ARCO ;un; 21,02 € ; 10,51 € 
800169;raccords services;RACCORDS;AR-C23113      ;TE REDUIT 130CU 28/22/22;ARCO ;un; 16,38 € ; 8,19 € 
800170;raccords services;RACCORDS;AR-C23114      ;TE REDUIT 130CU 28/22/28;ARCO ;un; 10,32 € ; 5,16 € 
800171;raccords services;RACCORDS;AR-C23117      ;TE REDUIT 130CU 28/28/18;ARCO ;un; 26,72 € ; 13,36 € 
800172;raccords services;RACCORDS;AR-C23118      ;TE REDUIT 130CU 28/28/22;ARCO ;un; 23,58 € ; 11,79 € 
800173;raccords services;RACCORDS;AR-C18014      ;SAUT DE TUBE M/F 86CU D 14;ARCO ;un; 6,84 € ; 3,42 € 
800174;raccords services;RACCORDS;AR-C18016      ;SAUT DE TUBE M/F 86CU D 16;ARCO ;un; 7,84 € ; 3,92 € 
800175;raccords services;RACCORDS;5086018;SAUT DE TUBE M/F 86CU D 18;FRA.BO ;un; 8,68 € ; 4,34 € 
800176;raccords services;RACCORDS;AR-C18022      ;SAUT DE TUBE M/F 86CU D 22;ARCO ;un; 11,24 € ; 5,62 € 
800177;raccords services;RACCORDS;AR-C17014      ;CHAPEAU DE GENDARME F/F85CU D 14;ARCO ;un; 7,10 € ; 3,55 € 
800178;raccords services;RACCORDS;5085016;CHAPEAU DE GENDARME F/F85CU D 16;FRA.BO ;un; 8,54 € ; 4,27 € 
800179;raccords services;RACCORDS;5085018;CHAPEAU DE GENDARME F/F85CU D 18;FRA.BO ;un; 9,94 € ; 4,97 € 
800180;raccords services;RACCORDS;5085022;CHAPEAU DE GENDARME F/F85CU D 22;FRA.BO ;un; 13,18 € ; 6,59 € 
800181;raccords services;RACCORDS;5001032;COURBE 90° M/F 1ACU GR D 32 ;FRA.BO ;un; 8,60 € ; 4,30 € 
800182;raccords services;RACCORDS;5001040;COURBE 90° M/F 1ACU GR D 40 ;FRA.BO ;un; 11,06 € ; 5,53 € 
800183;raccords services;RACCORDS;5002032;COURBE 90° F/F 2ACU GR D 32 ;FRA.BO ;un; 7,70 € ; 3,85 € 
800184;raccords services;RACCORDS;5002040;COURBE 90° F/F 2ACU GR D 40 ;FRA.BO ;un; 10,18 € ; 5,09 € 
800185;raccords services;RACCORDS;5040032;COUDE 45° M/F 40CU D 32 ;FRA.BO ;un; 6,28 € ; 3,14 € 
800186;raccords services;RACCORDS;5040040;COUDE 45° M/F 40CU D 40 ;FRA.BO ;un; 8,64 € ; 4,32 € 
800187;raccords services;RACCORDS;5041032;COUDE 45° F/F 41CU D 32 ;FRA.BO ;un; 5,58 € ; 2,79 € 
800188;raccords services;RACCORDS;5041040;COUDE 45° F/F 41CU D 40 ;FRA.BO ;un; 10,76 € ; 5,38 € 
800189;raccords services;RACCORDS;V129032        ;TE PIED DE BICHE MFF V129 D 32;FRA.BO ;un; 9,30 € ; 4,65 € 
800190;raccords services;RACCORDS;V129040        ;TE PIED DE BICHE MFF V129 D 40;FRA.BO ;un; 12,20 € ; 6,10 € 
800191;raccords services;RACCORDS;V1290403240    ;TE PIED DE BICHE MFF V129 D40/32/40 ;FRA.BO ;un; 12,28 € ; 6,14 € 
800192;raccords services;RACCORDS;V131032        ;TE PIED DE BICHE FFF V131 D 32;FRA.BO ;un; 11,64 € ; 5,82 € 
800193;raccords services;RACCORDS;V131040        ;TE PIED DE BICHE FFF V131 D 40;FRA.BO ;un; 12,50 € ; 6,25 € 
800194;raccords services;RACCORDS;5270032;MANCHON F/F 270CU D 32;FRA.BO ;un; 2,66 € ; 1,33 € 
800195;raccords services;RACCORDS;5270040;MANCHON F/F 270CU D 40;FRA.BO ;un; 5,28 € ; 2,64 € 
800196;raccords services;RACCORDS;524303222;REDUCTION M/F REDUIT 243 CU D 32/22 ;FRA.BO ;un; 5,08 € ; 2,54 € 
800197;raccords services;RACCORDS;524303228;REDUCTION M/F 243 D 32/28 ;FRA.BO ;un; 4,66 € ; 2,33 € 
800198;raccords services;RACCORDS;524304032;REDUCTION M/F 243 D 40/32 ;FRA.BO ;un; 6,42 € ; 3,21 € 
800199;raccords services;RACCORDS;5001012;COURBE 90° M/F 1ACU GR D 12 ;FRA.BO ;un; 1,52 € ; 0,76 € 
800200;raccords services;RACCORDS;5090032;COUDE 90° F/F 90CU D 32 ;FRA.BO ;un; 4,96 € ; 2,48 € 
800201;raccords services;RACCORDS;5090040;COUDE 90° F/F 90CU D 40 ;FRA.BO ;un; 12,44 € ; 6,22 € 
800202;raccords services;RACCORDS;5092032;COUDE 90° M/F 92CU D 32 ;FRA.BO ;un; 7,42 € ; 3,71 € 
800203;raccords services;RACCORDS;5092040;COUDE 90° M/F 92CU D 40 ;FRA.BO ;un; 12,66 € ; 6,33 € 
800204;raccords services;RACCORDS;524002220;MANCHON REDUIT F/F 240CU D 22/20;FRA.BO ;un; 5,18 € ; 2,59 € 
800205;raccords services;RACCORDS;AR-C24007      ;MANCHON REDUIT F/F 240CU D 16/12;ARCO ;un; 2,22 € ; 1,11 € 
